sentence,log-prob-pcfg_mean,rating_gram_mean,rating_frequency_mean,rating_conversational_mean,dep_length_mean,avg_word_freq_zipf,avg_word_length
They are very devoted and faithful.,-9.4030471428571,6.9411764705882,5.4705882352941,5.1111111111111,1.7142857142857142,5.821666666666666,4.833333333333333
They bring peace in a conflict.,-9.4305142857143,6.6470588235294,5.6875,4.2666666666667,1.7142857142857142,6.009999999999999,4.166666666666667
They came unexpectedly upon the sea.,-10.4797714285714,6.25,3.5333333333333,3.125,1.7142857142857142,5.603333333333334,5.0
They deal in commercial property investments.,-9.379077142857097,6.9230769230769,4.6470588235294,5.1666666666667,1.7142857142857142,5.565,6.5
They definitely had a close relationship.,-9.3536271428571,6.9375,6.2857142857143,6.0588235294118,1.8571428571428572,5.9433333333333325,5.833333333333333
They don't view it that way.,-7.236715,7.0,6.3333333333333,6.0,1.875,5.941428571428571,3.142857142857143
They finished eating their chicken dumplings.,-11.9688128571429,6.8333333333333,5.2142857142857,4.7857142857143,1.8571428571428572,5.041666666666666,6.5
They fled Russia after the revolution.,-9.8999557142857,6.9375,3.7142857142857,4.1764705882353,1.7142857142857142,5.646666666666667,5.333333333333333
They glared at one another heatedly.,-11.6101685714286,6.75,4.75,4.5384615384615,1.8571428571428572,4.993333333333333,5.0
They had moved to Oklahoma Territory.,-9.76572,6.7692307692308,3.4705882352941,4.0,1.5714285714285714,5.69,5.166666666666667
They have fabulous French toast too.,-12.034394285714297,6.7272727272727,5.4736842105263,5.9375,2.2857142857142856,5.381666666666667,5.0
They need access to our computers.,-8.9330685714286,6.8333333333333,5.7647058823529,6.1333333333333,1.5714285714285714,5.903333333333333,4.666666666666667
They never caused me any harm.,-10.73881,6.7272727272727,5.9473684210526,5.8125,1.7142857142857142,5.718333333333334,4.0
They pay cash and tip little.,-11.0880171428571,5.6,3.8571428571429,5.3571428571429,2.0,5.755,3.8333333333333335
They pay good money for it.,-8.3075957142857,6.7058823529412,6.1176470588235,6.1666666666667,1.8571428571428572,6.2700000000000005,3.5
"They put us in jail, Johnny!",-11.276628750000002,6.75,3.4117647058824,5.6,2.5,5.739999999999999,3.5
They started hiking down the mountain.,-10.2259457142857,7.0,6.0625,5.5625,1.5714285714285714,5.683333333333334,5.333333333333333
They taught her humility and compassion.,-11.9373428571429,7.0,5.3333333333333,3.7857142857143,1.7142857142857142,5.405,5.666666666666667
They want prices to remain stable.,-8.2568671428571,6.8823529411765,5.4705882352941,5.7222222222222,1.8571428571428572,5.6933333333333325,4.666666666666667
They want quality at low cost.,-10.1276457142857,7.0,5.625,5.8461538461538,1.5714285714285714,5.82,4.0
"They will, however, cost a bunch.",-8.7097072222222,5.8235294117647,5.1764705882353,5.3125,2.3333333333333335,5.95,4.166666666666667
Thin metal lock-picking tools lay inside.,-13.9848771428571,6.3888888888889,4.0,3.0,1.8888888888888888,4.6657142857142855,4.857142857142857
Things won't change... you know that!,-11.0858177777778,6.2,5.8,6.4615384615385,1.2222222222222223,5.521428571428571,4.0
Think of it as fresh-flavor insurance.,-11.6343571428571,6.5833333333333,2.1764705882353,3.0,2.3333333333333335,5.8585714285714285,4.428571428571429
This allows for much more accuracy.,-11.2660185714286,6.7222222222222,5.4375,5.0625,1.7142857142857142,5.8500000000000005,4.833333333333333
This from an ex fighter pilot.,-12.3950342857143,4.8,2.4,3.0714285714286,2.2857142857142856,5.6049999999999995,4.0
This is a call for help.,-8.7159814285714,6.8333333333333,6.1176470588235,5.2941176470588,1.5714285714285714,6.586666666666666,3.0
This is a really weird question.,-9.4336042857143,6.9444444444444,6.5882352941176,6.6470588235294,2.142857142857143,6.23,4.333333333333333
This is a romance after all.,-9.7183642857143,6.7058823529412,5.2307692307692,3.7333333333333,2.0,6.366666666666667,3.6666666666666665
This is all in one song.,-8.77482,6.6,4.4666666666667,4.7857142857143,1.7142857142857142,6.5683333333333325,3.0
This is an occasion for celebration.,-9.3435257142857,6.9411764705882,6.0,6.6153846153846,1.5714285714285714,6.016666666666667,5.0
"This is dumb, really, really dumb.",-10.2569016666667,6.0,6.0526315789474,6.3125,2.7777777777777777,5.8183333333333325,4.333333333333333
This is our sixth stop today.,-10.7188285714286,6.9333333333333,5.6666666666667,5.8666666666667,2.2857142857142856,5.913333333333333,3.8333333333333335
This is pretty damn cool right?,-12.1454257142857,6.0,6.3157894736842,6.5,2.2857142857142856,5.911666666666666,4.166666666666667
"This is really amazing, Doctor Face-reader.",-11.367405,5.8666666666667,1.5714285714286,3.2857142857143,2.8,5.6642857142857155,5.0
This is really good for democracy.,-8.92766,6.8333333333333,6.1176470588235,4.9411764705882,1.5714285714285714,6.25,4.666666666666667
This is so simple and easy.,-7.99247,6.9411764705882,6.4705882352941,5.8888888888889,1.7142857142857142,6.365000000000001,3.5
This is the force field parameter.,-10.3726542857143,6.4705882352941,3.875,2.6666666666667,2.2857142857142856,5.943333333333334,4.666666666666667
This lady was an outrageous girl.,-10.9555314285714,6.0,4.6666666666667,4.3333333333333,1.7142857142857142,5.711666666666667,4.5
This procedure works in most cases.,-9.28732,6.9411764705882,6.3846153846154,4.4666666666667,1.4285714285714286,5.81,4.833333333333333
This time I'm rooting for Khan.,-10.987138750000002,7.0,3.8823529411765,5.2666666666667,1.5,5.771428571428571,3.5714285714285716
This truly was a depressing place.,-9.6331242857143,6.7058823529412,5.2941176470588,4.6111111111111,1.8571428571428572,5.901666666666667,4.666666666666667
This was quite a stunning thing.,-8.5622228571429,6.8333333333333,4.8125,5.9230769230769,2.2857142857142856,6.046666666666667,4.333333333333333
Those incremental minutes are very profitable.,-9.8051371428571,6.4444444444444,3.8125,3.0,1.4285714285714286,5.226666666666667,6.666666666666667
Thou shalt not accede to evil.,-13.7949771428571,6.2666666666667,2.4,2.1428571428571,1.2857142857142858,4.81,4.0
Thousands of innocent lives were lost.,-11.0116628571429,7.0,5.9473684210526,4.0625,1.5714285714285714,5.581666666666667,5.333333333333333
Thread: How To Do Graffiti Art?,-15.17681,5.1764705882353,3.5384615384615,1.3333333333333,2.25,5.566666666666666,4.0
Three large ones and three small.,-12.6067242857143,5.6,4.2142857142857,4.9285714285714,1.5714285714285714,5.823333333333334,4.5
Three sisters preceded her in death.,-12.41548,6.7272727272727,4.1578947368421,2.5625,1.4285714285714286,5.476666666666667,5.0
Time in the sum is nothing.,-9.5955814285714,5.0666666666667,1.7222222222222,1.5333333333333,1.5714285714285714,6.375,3.5
To find in the United States.,-10.2053614285714,5.0769230769231,3.1176470588235,2.0833333333333,1.8571428571428572,6.530000000000001,3.8333333333333335
To guard and keep and protect.,-12.6310042857143,5.5333333333333,3.6,2.9230769230769,1.7142857142857142,6.260000000000001,4.0
To revive her or help her?,-12.4574985714286,5.6666666666667,2.5,4.5,1.8571428571428572,6.0,3.3333333333333335
To sell on the black market?,-9.3219128571429,5.8125,3.3571428571429,3.8823529411765,1.8571428571428572,6.3,3.6666666666666665
Today I didn't even buy NME.,-9.888131249999999,5.6666666666667,2.0588235294118,2.5294117647059,2.25,5.165714285714286,3.142857142857143
"Tomorrow, I will post about this.",-8.40740625,6.5294117647059,6.3125,5.8,1.875,6.201666666666667,4.333333333333333
Transfers out of the bargaining unit.,-9.3204928571429,5.125,2.0,1.9411764705882,2.0,5.6866666666666665,5.166666666666667
Travelling home on a late train??,-12.84307,5.7777777777778,4.4375,5.25,2.75,5.756666666666667,4.333333333333333
Tricked by his own damn ruse!,-14.1444871428571,6.6666666666667,3.7333333333333,3.3846153846154,2.4285714285714284,5.096666666666667,3.8333333333333335
Trying to hide from your lies?,-13.7495214285714,6.1875,4.2857142857143,5.2352941176471,1.8571428571428572,5.888333333333333,4.0
Two independent compounds tested in Tg2576.,-13.1599885714286,5.7272727272727,1.7894736842105,1.5,1.4285714285714286,4.461666666666667,6.166666666666667
Unanimity on Interama is not surprising.,-10.6145114285714,5.8823529411765,1.4285714285714,1.4615384615385,1.5714285714285714,4.581666666666667,5.666666666666667
Understand the meaning of the word.,-10.1282728571429,6.4,5.3333333333333,4.4285714285714,1.8571428571428572,6.393333333333334,4.833333333333333
"Unfortunately, I'd left the flash on.",-9.632523666666698,6.5555555555556,5.0,4.7857142857143,2.2222222222222223,5.982857142857144,4.285714285714286
"Unfortunately, my answers weren't any different.",-9.0497314444444,6.8666666666667,5.4,5.1538461538462,2.0,5.338571428571429,5.857142857142857
"Unscrew, slide into place, lock, screw.",-12.089608,5.1764705882353,3.8125,2.2666666666667,2.6,4.555,5.0
Use your computer access for deciphering.,-13.6454085714286,6.1666666666667,3.4705882352941,3.2666666666667,2.4285714285714284,5.338333333333334,5.833333333333333
Used to be a truck driver.,-10.0381957142857,5.6923076923077,4.3529411764706,6.25,2.142857142857143,6.128333333333333,3.3333333333333335
"Using magnetic resonance tomography, for example.",-12.65522875,5.6666666666667,2.4,3.2307692307692,2.75,4.766666666666667,7.0
Vegetable soup and a turkey sandwich.,-13.3550242857143,5.9411764705882,5.3529411764706,5.3125,2.0,5.258333333333333,5.166666666666667
Viaggi mentali description learning information digits.,-15.877585714285699,2.1818181818182,1.25,1.25,1.4285714285714286,3.33,8.166666666666666
Violent moons around a dead planet.,-12.7333671428571,6.0,1.7333333333333,1.4615384615385,1.8571428571428572,5.14,4.833333333333333
Visit my Author Website for more.,-13.8898757142857,6.0,4.0,3.375,2.4285714285714284,5.836666666666666,4.5
Want to tell me what happened?,-11.8447971428571,6.4117647058824,6.7058823529412,6.6111111111111,2.0,6.176666666666667,4.0
Was he still in the garden?,-9.9593642857143,6.8181818181818,5.75,5.75,2.142857142857143,6.533333333333334,3.5
Was he still in the laboratory?,-10.7247057142857,6.9166666666667,4.6470588235294,6.2666666666667,2.142857142857143,6.456666666666667,4.166666666666667
"Was it fear, desperation, anger, grief?",-12.250426,6.0833333333333,4.6875,5.3846153846154,1.3,5.128333333333333,5.0
Was she a prescription drug addict?,-12.3552628571429,6.8666666666667,4.6666666666667,5.2857142857143,2.4285714285714284,5.498333333333334,4.833333333333333
Was that demon or elven magic?,-14.2652771428571,6.4705882352941,2.4705882352941,2.6666666666667,2.0,5.303333333333334,4.0
Water drips from the exhaust pipe.,-12.1396714285714,6.7333333333333,3.4285714285714,4.0714285714286,1.8571428571428572,5.131666666666667,4.666666666666667
We accept most proudly and eagerly.,-11.66613,5.6111111111111,4.0,3.5625,1.7142857142857142,5.333333333333333,4.833333333333333
We ate it up like candy.,-11.7816271428571,6.6666666666667,5.8823529411765,5.5333333333333,1.8571428571428572,5.82,3.0
We could have increased cosmic radiation.,-9.4675314285714,6.75,2.9285714285714,3.3529411764706,1.7142857142857142,5.378333333333333,5.833333333333333
We do have an air lock.,-9.4629385714286,6.7333333333333,4.0555555555556,4.0,1.8571428571428572,6.001666666666668,2.8333333333333335
We don't want to be disturbed.,-6.697473,7.0,6.0666666666667,5.9285714285714,2.0,5.789999999999999,3.4285714285714284
We have to go single file.,-9.398564285714299,6.75,5.375,5.8461538461538,1.7142857142857142,6.1450000000000005,3.3333333333333335
We love rich tourists on vacation.,-11.0390414285714,6.7272727272727,4.8947368421053,4.875,1.8571428571428572,5.44,4.666666666666667
We made promises of eternal love.,-11.2970914285714,7.0,5.0,5.7692307692308,1.5714285714285714,5.673333333333333,4.5
We may outgrow and forget them.,-10.6819785714286,6.4666666666667,4.8888888888889,4.8666666666667,1.5714285714285714,5.641666666666667,4.166666666666667
We need more female stage hypnotists.,-11.5592957142857,6.5,3.2941176470588,3.8823529411765,2.0,5.123333333333333,5.166666666666667
We need to all come together.,-8.4937057142857,6.4705882352941,6.4615384615385,6.2666666666667,1.8571428571428572,6.283333333333332,3.8333333333333335
We played out the poker hand.,-10.4897614285714,6.5882352941176,4.7857142857143,4.8461538461538,2.0,5.876666666666666,3.8333333333333335
We think it's straight business sense.,-9.52073875,6.4117647058824,3.4117647058824,4.5,2.0,5.888571428571429,4.571428571428571
We went hiking at Bear Mountain.,-11.30834,6.9411764705882,5.4375,5.9333333333333,1.5714285714285714,5.341666666666666,4.333333333333333
We were back on the road.,-7.5936971428571,6.9375,6.0,5.7058823529412,1.5714285714285714,6.466666666666668,3.1666666666666665
We wouldn't have seen analog cassettes.,-9.06267375,6.2352941176471,3.8125,3.3333333333333,2.0,5.034285714285715,4.714285714285714
We'd only met ten minutes before.,-11.4078675,6.6,5.2,5.5,1.875,5.642857142857143,3.857142857142857
We're wired into your alarm system.,-9.8129975,6.8181818181818,3.6875,4.4166666666667,1.875,5.435714285714286,4.142857142857143
Wearing jeans and a black coat.,-13.174858571428599,5.5,5.5882352941176,4.5882352941176,2.142857142857143,5.588333333333334,4.166666666666667
Well a busy but great day!,-13.6028685714286,5.0,4.8421052631579,5.1875,2.2857142857142856,6.1000000000000005,3.3333333333333335
Well kept facility with friendly staff.,-12.6637671428571,5.7333333333333,5.5333333333333,3.1428571428571,1.5714285714285714,5.366666666666667,5.5
"Well, it's hard to say, Geraldo.",-7.654143,6.7,2.8666666666667,5.0714285714286,2.0,5.768571428571428,3.4285714285714284
"Well, this may be an exception.",-8.05150175,6.8181818181818,6.125,6.75,2.0,6.083333333333333,4.0
Were all the vampire stories true?,-13.02129,6.9411764705882,3.2941176470588,4.5555555555556,3.0,5.828333333333333,4.666666666666667
Were narrow field stones set perpendicular?,-15.8295714285714,5.5,2.2666666666667,1.5714285714286,1.5714285714285714,4.86,6.166666666666667
Wet hair clinging to her cheeks.,-13.9607671428571,5.8181818181818,4.0,3.0833333333333,1.7142857142857142,5.088333333333334,4.333333333333333
What Does 'Surf the Web' Mean?,-14.7277325,6.2941176470588,4.0588235294118,4.4444444444444,2.111111111111111,5.663333333333334,3.6666666666666665
What about a car or truck?,-10.5526271428571,6.75,6.4117647058824,6.6,1.7142857142857142,6.128333333333334,3.3333333333333335
What about being amazing and wonderful?,-11.4374485714286,6.0,4.6923076923077,4.4,1.5714285714285714,6.015,5.5
What an amazing and wonderful metamorphosis.,-12.7616157142857,6.9,4.2,3.0,2.2857142857142856,5.55,6.333333333333333
What are the startup costs involved?,-11.3037828571429,6.6363636363636,5.3157894736842,6.0625,1.8571428571428572,5.79,5.0
What could frighten them this badly?,-11.4870342857143,6.7222222222222,5.4285714285714,5.5,1.8571428571428572,5.495,5.0
What do they need her for?,-8.915905714285698,6.8,6.0555555555556,6.0,2.0,6.418333333333333,3.3333333333333335
What do you want for free?,-9.444177142857102,6.8235294117647,5.2857142857143,5.0769230769231,1.5714285714285714,6.398333333333333,3.3333333333333335
What else remained from the communism?,-12.2482057142857,5.5384615384615,2.7058823529412,3.25,1.5714285714285714,5.756666666666667,5.333333333333333
What else was there to say??,-11.56014625,6.5,5.8,5.2857142857143,2.125,6.368333333333332,3.5
What exactly's the matter with me?,-11.04477625,5.2666666666667,4.9333333333333,6.0,1.875,6.261428571428572,4.0
What happens when the baby comes?,-11.2180757142857,6.8888888888889,5.8571428571429,5.9285714285714,2.142857142857143,6.010000000000001,4.5
What help can you possibly need?,-11.2742257142857,7.0,5.125,6.2307692307692,1.7142857142857142,6.051666666666667,4.333333333333333
What if nature had a voice?,-10.8587228571429,6.8666666666667,4.0555555555556,3.5333333333333,1.7142857142857142,6.098333333333333,3.5
What one word would describe you?,-12.3602214285714,6.7647058823529,6.0714285714286,6.3846153846154,1.2857142857142858,5.986666666666667,4.5
"What's more, the news repeats itself.",-8.8104844444444,6.1111111111111,4.375,4.25,1.6666666666666667,5.774285714285715,4.285714285714286
When she had finished I said:,-12.4099071428571,5.6923076923077,4.4117647058824,6.0,1.4285714285714286,6.166666666666667,3.8333333333333335
Where are you keeping it safe?,-9.75484,6.5,5.8125,5.875,1.7142857142857142,6.096666666666667,4.0
"Where those -- look, here he goes.",-11.15845,3.5384615384615,2.1764705882353,3.6666666666667,2.3333333333333335,5.9316666666666675,4.0
Why am I practicing SUP yoga?,-14.0001671428571,6.4117647058824,2.2857142857143,2.8461538461538,1.7142857142857142,5.091666666666666,3.8333333333333335
Why go and stir that pot?,-13.0521328571429,6.7058823529412,4.6470588235294,5.6111111111111,1.7142857142857142,5.79,3.1666666666666665
Why had the disease spared them?,-11.1460228571429,6.8666666666667,4.6666666666667,3.3846153846154,1.7142857142857142,5.786666666666666,4.333333333333333
Why should the knowledge threaten you?,-10.7243485714286,6.6363636363636,4.0,5.5,1.7142857142857142,5.921666666666667,5.333333333333333
Why's his britches round his knees?,-12.6500775,4.0666666666667,2.4,3.6428571428571,1.5,5.211428571428571,4.142857142857143
Wild horses couldn't keep me away.,-10.21680875,6.9166666666667,5.0,5.3846153846154,1.625,5.235714285714286,4.0
"Will you drink to that, boys?",-11.744105,6.8235294117647,4.5,6.1538461538462,2.125,6.3,3.6666666666666665
Will you sleep on the couch?,-11.4477114285714,7.0,6.125,6.5384615384615,1.5714285714285714,6.215000000000001,3.6666666666666665
Wine choices pretty much the same.,-12.1499685714286,5.0,3.1333333333333,3.3846153846154,2.0,5.685,4.666666666666667
Wine waiters are something else again.,-12.5896985714286,5.8333333333333,2.1428571428571,3.3571428571429,1.4285714285714286,5.266666666666667,5.333333333333333
Wishing your husband a happy birthday!,-14.8897571428571,6.4444444444444,6.1176470588235,5.7058823529412,2.4285714285714284,5.489999999999999,5.333333333333333
With charming conversations and witty sparring.,-17.7030457142857,5.4615384615385,3.0588235294118005,2.8333333333333,2.0,4.883333333333333,6.833333333333333
With standard Plone that is impossible.,-11.6791285714286,5.8235294117647,1.3076923076923,1.4,1.8571428571428572,5.343333333333334,5.5
With the Dubai offline mobile map!,-15.5538557142857,5.25,1.8823529411765,1.6666666666667,3.0,5.335,4.666666666666667
Without warning cameras started to flash.,-12.5254885714286,6.2727272727273,4.9375,3.5833333333333,1.7142857142857142,5.315,5.833333333333333
Worse than your Kraft Holiday dip?,-14.5712857142857,6.5,2.9375,4.7692307692308,2.4285714285714284,4.94,4.666666666666667
Would she not regret this marriage?,-10.6846014285714,5.7777777777778,4.5294117647059,4.5294117647059,1.7142857142857142,5.886666666666667,4.833333333333333
Would she put him in jail?,-10.1367257142857,6.6470588235294,4.6923076923077,4.7333333333333,1.5714285714285714,6.031666666666666,3.3333333333333335
"Would you like a drink, then?",-10.78520125,6.6363636363636,6.6315789473684,6.375,2.25,6.331666666666667,3.6666666666666665
"Years of war, strain, and hatred.",-11.6208933333333,6.0,3.3125,3.5,2.5555555555555554,5.738333333333333,4.166666666666667
Yes she isolated various radioactive atoms.,-12.7364428571429,5.8235294117647,4.0,3.0666666666667,1.8571428571428572,4.765,6.166666666666667
You are quite smart and attentive.,-9.76126,7.0,5.7894736842105,6.0625,1.7142857142857142,5.758333333333334,4.666666666666667
You bet there's other things here.,-9.18340875,5.7647058823529,5.1428571428571,5.5384615384615,2.0,5.972857142857142,4.0
You can see the damage here.,-8.6864928571429,7.0,6.5,6.0666666666667,1.8571428571428572,6.3566666666666665,3.6666666666666665
You can use milk if required.,-10.9970471428571,6.6875,5.2142857142857,5.0588235294118,1.7142857142857142,5.8999999999999995,3.8333333333333335
You can't start with individual programs.,-7.8835275,6.9411764705882,4.1538461538462,4.4,1.75,5.362857142857143,5.0
You connect it to a computer.,-8.9456428571429,6.8666666666667,6.0,6.1538461538462,1.7142857142857142,6.345,3.8333333333333335
"You don't, you can't believe that...",-14.2724,5.0,3.8,4.3846153846154,2.1,5.5825,3.375
You got an elephant up there?,-11.0031128571429,6.4,3.2222222222222,3.1333333333333,2.0,6.033333333333334,3.8333333333333335
You have nothing but circumstantial evidence.,-11.141872857142898,6.9375,4.7142857142857,5.1764705882353,1.5714285714285714,5.691666666666666,6.5
You have such a cute baby.,-10.4746657142857,6.9333333333333,6.5,6.6666666666667,2.2857142857142856,6.133333333333333,3.3333333333333335
You have the poor girl terrified.,-10.93868,6.6923076923077,4.2352941176471,5.8333333333333,2.0,5.971666666666667,4.5
You know what your problem is?,-9.3419814285714,6.2941176470588,6.6428571428571,6.5384615384615,2.142857142857143,6.41,4.0
"You know, the world loves him.",-9.444170000000002,6.1176470588235,5.875,5.4,1.625,6.245000000000001,3.8333333333333335
You may climb on the mountain.,-8.5118728571429,6.7272727272727,4.5789473684211,4.5625,1.5714285714285714,6.091666666666666,4.0
You may dive in the sea.,-9.429094285714298,6.8181818181818,5.125,5.5,1.5714285714285714,6.19,3.0
You mean she's not coming back?,-10.1288975,6.5,5.4285714285714,6.5294117647059,1.75,6.108571428571429,3.5714285714285716
You need me to protect you.,-9.3634171428571,6.8,5.2,6.0714285714286,1.8571428571428572,6.460000000000001,3.5
"You planted this garden, did you?",-11.68678625,5.75,4.8571428571429,5.0588235294118,1.5,5.925,4.333333333333333
You should practice lying more often.,-11.2454157142857,6.875,3.2666666666667,4.8125,1.5714285714285714,5.745,5.166666666666667
You take me for a liar?,-10.9162157142857,6.3529411764706,5.7857142857143,6.2307692307692,1.7142857142857142,6.294999999999999,2.8333333333333335
You wouldn't eat your fancy food.,-9.991095,6.6666666666667,3.5333333333333,4.5714285714286,2.0,5.462857142857142,3.857142857142857
You'd have to get me inside.,-8.73324625,6.9411764705882,4.5294117647059,5.5,1.75,6.361428571428571,3.142857142857143
You're going to miss your train!,-10.47269125,7.0,5.3529411764706,6.4444444444444,1.75,6.041428571428571,3.7142857142857144
You're listening to DAY TO DAY.,-11.28673,5.8666666666667,2.0714285714286,2.9285714285714,1.75,6.232857142857143,3.5714285714285716
You're one of our top students.,-8.44169525,7.0,5.7333333333333,5.7142857142857,1.875,6.148571428571429,3.5714285714285716
You're still going to get hooked.,-8.81282375,6.7647058823529,5.9375,5.3333333333333,1.75,5.957142857142857,3.857142857142857
You're the one who started it.,-8.5938725,6.8333333333333,6.5,6.0714285714286,1.75,6.441428571428572,3.4285714285714284
You've managed to edit a value!,-10.085289375,6.6666666666667,3.3888888888889,2.6,1.75,5.791428571428571,3.5714285714285716
Your decisions will shape the world!,-11.0191414285714,6.8,4.6428571428571,4.7142857142857,1.4285714285714286,6.006666666666667,5.0
Your leg muscles will also ache.,-12.78606,6.875,5.5714285714286,5.4117647058824,1.4285714285714286,5.233333333333333,4.333333333333333
Your preferred timeframe for commencing in-store.,-14.0286814285714,4.5555555555556,3.0625,2.0,1.6666666666666667,5.227142857142857,6.0
