text,start,end
—,0.0,1.08
Chame,1.08,1.4
a,1.4,1.54
primeira,1.54,1.82
testemunha!,1.82,2.54
—,2.72,2.88
ordenou,2.88,3.32
o,3.32,3.42
rei.,3.42,3.64
E,4.24,4.42
o,4.42,4.52
coelho,4.52,4.76
branco,4.76,5.1
sopou,5.1,5.88
três,5.88,6.3
vezes,6.3,6.6
com,6.6,6.82
a,6.82,6.9
corneta,6.9,7.4
e,7.4,7.56
gritou.,7.56,7.96
—,8.66,8.74
Primeira,8.74,9.16
testemunha!,9.16,9.96
A,11.18,11.36
primeira,11.36,11.68
testemunha,11.68,12.36
era,12.36,12.56
o,12.56,12.66
"chapeleiro,",12.66,13.24
que,13.48,13.76
se,13.76,13.88
aproximou,13.88,14.5
com,14.5,14.76
uma,14.76,14.88
chavena,14.88,15.28
de,15.28,15.48
chá,15.48,15.78
numa,15.78,16.16
mão,16.16,16.44
e,16.44,16.76
uma,16.76,16.9
torrada,16.9,17.26
na,17.26,17.42
outra.,17.42,17.66
—,18.8,18.92
"Desculpai-me,",18.92,19.62
"majestade,",19.66,20.26
por,20.46,20.62
trazer,20.62,20.9
estas,20.9,21.18
coisas,21.18,21.56
—,21.56,21.64
disse,21.64,21.84
ele.,21.84,22.12
Mas,22.98,23.22
ainda,23.22,23.52
não,23.52,23.74
tinha,23.74,23.96
acabado,23.96,24.42
o,24.42,24.52
chá,24.52,24.72
quando,24.72,24.94
me,24.94,25.08
vieram,25.08,25.44
chamar.,25.44,25.8
—,26.78,26.84
Devias,26.84,27.24
ter,27.24,27.42
acabado,27.42,27.96
—,27.96,28.1
censurou,28.1,28.56
o,28.56,28.66
rei.,28.66,28.86
—,29.52,29.66
Quando,29.66,29.84
é,29.84,29.96
que,29.96,30.06
começastes?,30.06,30.72
O,31.98,32.24
chapeleiro,32.24,32.88
olhou,32.88,33.5
para,33.5,33.74
a,33.74,33.86
lebre,33.86,34.08
de,34.08,34.24
"maço,",34.24,34.62
que,34.84,35.08
o,35.08,35.2
seguira,35.2,35.62
até,35.62,35.74
o,35.74,35.86
"tribunal,",35.86,36.36
de,37.1,37.32
braço,37.32,37.72
dado,37.72,38.18
com,38.18,38.38
o,38.38,38.48
arganaz.,38.48,38.94
—,40.3,40.42
Acho,40.42,40.68
que,40.68,40.86
foi,40.86,41.08
a,41.08,41.22
catorze,41.22,41.74
de,41.74,41.9
maço,41.9,42.28
—,42.28,42.76
respondeu,42.76,43.32
o,43.32,43.42
chapeleiro.,43.42,43.92
—,44.58,44.72
À,44.72,44.86
quinze,44.86,45.32
—,45.32,45.68
corrigiu,45.68,46.18
a,46.18,46.3
lebre,46.3,46.52
de,46.52,46.7
maço.,46.7,47.02
—,48.54,48.64
À,48.64,48.78
dezasseis,48.78,49.58
—,49.58,49.82
disse,49.82,50.14
o,50.14,50.26
arganaz.,50.26,50.82
—,52.0,52.02
Quero,52.02,52.24
isto,52.24,52.46
escrito,52.46,53.0
—,53.0,53.74
ordenou,53.74,54.3
o,54.3,54.4
rei,54.4,54.54
ao,54.54,54.66
júri.,54.66,54.98
E,55.44,55.62
os,55.62,55.72
jurados,55.72,56.1
apontaram,56.1,56.76
prontamente,56.76,57.98
as,57.98,58.28
três,58.28,58.56
datas,58.56,58.9
nas,58.9,59.34
"ardoses,",59.34,59.88
e,60.3,60.62
depois,60.62,61.06
somaram-nas,61.06,61.92
e,61.92,62.08
converteram,62.08,62.7
o,62.7,62.84
total,62.84,63.14
em,63.14,63.36
xilins,63.36,63.78
e,63.78,64.02
dinheiros.,64.02,64.5
—,66.24,66.48
Tira,66.48,66.72
o,66.72,66.86
teu,66.86,67.04
chapéu,67.04,67.58
—,67.58,67.88
disse,67.88,68.16
o,68.16,68.36
rei,68.36,68.6
ao,68.6,68.92
chapeleiro.,68.92,69.5
—,70.26,70.32
Não,70.32,70.5
é,70.5,70.64
meu,70.64,70.88
—,70.88,71.22
respondeu,71.22,71.74
o,71.74,71.86
chapeleiro.,71.86,72.38
—,72.5,72.96
Foi,72.96,73.16
roubado,73.16,73.86
—,73.86,74.22
exclamou,74.22,74.74
o,74.74,74.88
"rei,",74.88,75.16
voltando-se,75.56,76.22
para,76.22,76.46
os,76.46,76.6
"jurados,",76.6,77.04
que,77.24,77.42
assentaram,77.42,77.98
o,77.98,78.14
faco,78.14,78.74
imediatamente.,78.74,79.56
—,81.0,81.08
Eu,81.08,81.24
tenho-os,81.24,81.72
para,81.72,81.96
venda,81.96,82.38
—,82.38,82.6
explicou,82.6,83.04
o,83.04,83.16
chapeleiro.,83.16,83.7
—,84.0,84.24
Nenhum,84.24,84.52
deles,84.52,84.78
é,84.78,85.0
meu.,85.0,85.2
Sou,85.5,85.7
um,85.7,85.82
chapeleiro.,85.82,86.36
Então,87.86,88.32
a,88.32,88.66
rainha,88.66,89.0
pôs,89.0,89.24
os,89.24,89.36
óculos,89.36,89.72
e,89.72,89.96
começou,89.96,90.32
a,90.32,90.48
olhar,90.48,90.68
fixamente,90.68,91.54
para,91.54,91.8
o,91.8,91.9
"chapeleiro,",91.9,92.44
que,92.82,93.0
empalideceu,93.0,93.7
e,93.7,94.0
se,94.0,94.14
pôs,94.14,94.4
a,94.4,94.5
tremer.,94.5,94.82
—,95.86,96.06
Presto,96.06,96.4
o,96.4,96.52
teu,96.52,96.58
depoimento,96.58,97.22
—,97.22,97.6
disse,97.6,97.8
o,97.8,97.98
rei.,97.98,98.38
—,98.78,98.9
E,98.9,99.02
não,99.02,99.16
te,99.16,99.34
"inerves,",99.34,99.84
senão,100.22,100.66
mando-te,100.66,101.18
executar,101.18,101.8
sem,101.8,102.0
demora.,102.0,102.36
Essas,104.92,105.26
palavras,105.26,105.72
não,105.72,106.0
animaram,106.0,106.4
nada,106.4,106.7
o,106.7,106.82
"chapeleiro,",106.82,107.38
que,107.82,107.96
se,107.96,108.12
pôs,108.12,108.44
a,108.44,108.58
saltitar,108.58,109.44
hora,109.44,110.0
num,110.0,110.18
"pé,",110.18,110.44
hora,110.86,111.08
no,111.08,111.24
"outro,",111.24,111.48
olhando,111.72,112.18
inquieto,112.18,112.78
para,112.78,112.94
a,112.94,113.08
rainha,113.08,113.42
e,113.42,114.12
mordendo,114.12,114.5
um,114.5,114.64
bocado,114.64,114.98
de,114.98,115.16
