text,start,end
पहले,0.24,0.68
गवा,0.68,1.06
को,1.06,1.26
बुलाया,1.26,1.74
जाये,1.74,2.1
राजा,2.1,2.72
बोला,2.72,3.18
और,3.5,3.7
तीन,3.7,4.14
बार,4.14,4.42
बिगल,4.42,4.86
बजाकर,4.86,5.48
सफेद,5.48,5.98
खरबोश,5.98,6.5
ने,6.5,6.68
आवाज,6.68,7.12
लगाई,7.12,7.48
पहला,8.12,8.6
गवा,8.6,9.04
हाजिर,9.04,9.66
हो,9.66,10.2
पहला,11.3,11.74
गवा,11.74,12.14
हाड,12.14,12.54
बनाने,12.54,12.98
वाला,12.98,13.3
था,13.3,13.56
वे,14.18,14.4
अपने,14.4,14.96
एक,14.96,15.34
हाथ,15.34,15.62
में,15.62,15.8
चाय,15.8,16.14
का,16.14,16.4
कप,16.4,16.76
और,16.76,17.08
दूसरे,17.08,17.54
हाथ,17.54,17.84
में,17.84,18.0
रोटी,18.0,18.44
और,18.44,18.72
मकखन,18.72,19.14
लिये,19.14,19.5
आया,19.5,19.84
वे,20.4,20.68
बोला,20.68,21.12
इन,21.12,21.76
चीजों,21.76,22.26
को,22.26,22.42
यहां,22.42,22.7
लाने,22.7,23.14
के,23.14,23.32
लिए,23.32,23.5
माफी,23.5,23.96
चाहता,23.96,24.44
हूं,24.44,24.68
महामहीं,24.68,25.52
लेकिन,25.92,26.46
जब,26.46,26.8
मुझे,26.8,27.08
बुलाया,27.08,27.64
गया,27.64,28.0
तब,28.0,28.54
तक,28.54,28.74
मैंने,28.74,29.08
अपनी,29.08,29.48
चाय,29.48,29.76
खत्म,29.76,30.22
नहीं,30.22,30.48
की,30.48,30.72
थी,30.72,31.0
तुमें,31.72,32.12
यह,32.12,32.28
खत्म,32.28,32.7
करके,32.7,33.0
आना,33.0,33.3
चाहिए,33.3,33.62
था,33.62,33.98
राजा,33.98,34.58
बोला,34.58,35.04
कहर,35.3,35.86
तुमने,35.86,36.56
चाय,36.56,36.86
पीना,36.86,37.24
शुरू,37.24,37.58
कब,37.58,37.8
किया,37.8,38.12
था,38.12,38.38
हाड,39.4,39.74
बनाने,39.74,40.26
वाले,40.26,40.58
ने,40.58,40.76
मार्च,40.76,41.16
खरगोश,41.16,41.7
की,41.7,41.88
ओर,41.88,42.14
देखा,42.14,42.62
तो,43.02,43.24
सुतक्कर,43.24,43.9
चूहे,43.9,44.4
की,44.4,44.68
बाहों,44.68,45.14
में,45.14,45.3
बाहे,45.3,45.76
डाले,45.76,46.22
उसके,46.22,46.76
ठीक,46.76,47.18
पीछे,47.18,47.6
पीछे,47.6,47.98
अदालत,47.98,48.58
में,48.58,48.76
दाखिल,48.76,49.28
हुआ,49.28,49.58
था,49.58,49.8
वे,50.4,50.62
बोला,50.62,51.14
मेरे,51.14,52.0
ख्याल,52.0,52.4
से,52.4,52.56
यह,52.56,52.76
14,52.76,53.16
मार्च,53.16,53.6
का,53.6,53.8
दिन,53.8,54.06
था,54.06,54.42
15,54.8,55.2
मार्च,55.2,56.02
खरगोश,56.02,56.56
बोला,56.56,56.98
16,57.38,57.9
सुतक्कर,57.9,58.92
चूहा,58.92,59.32
चिलाया,59.32,59.96
इसे,60.54,60.94
लिख,60.94,61.22
लिया,61.22,61.52
जाए,61.52,61.82
राजा,61.82,62.46
जूरी,62.46,62.86
से,62.86,63.06
बोला,63.06,63.5
जूरी,64.48,65.04
के,65.04,65.2
सदस्यों,65.2,65.76
