text,start,end
W,0.0,0.84
ścianach,0.84,1.18
komnaty,1.18,1.76
było,1.76,2.12
wiele,2.12,2.48
"drzwi,",2.48,2.94
lecz,3.28,3.74
wszystkie,3.74,4.14
zamknięte.,4.14,4.88
Alicja,6.42,6.88
przeszła,6.88,7.3
do,7.3,7.5
końca,7.5,7.92
wzdłuż,7.92,8.5
jednej,8.5,8.82
ściany,8.82,9.28
i,9.28,10.06
z,10.06,10.28
powrotem,10.28,10.76
wzdłuż,10.76,11.14
"przeciwległej,",11.14,12.04
sprawdzając,12.64,13.48
drzwi,13.48,13.82
po,13.82,14.02
"kolei,",14.02,14.52
po,14.98,15.46
czym,15.46,15.68
smutno,15.68,16.38
poczłapała,16.38,17.16
na,17.16,17.42
środek,17.42,17.92
"komnaty,",17.92,18.48
głowiąc,18.94,19.52
"się,",19.52,19.76
jakim,20.18,20.86
cudem,20.86,21.36
stamtąd,21.36,21.86
wyjdzie.,21.86,22.24
Wtem,23.62,24.02
natknęła,24.02,24.68
się,24.68,24.9
na,24.9,25.18
trójnożny,25.18,25.86
"stoliczek,",25.86,26.54
cały,26.7,26.96
za,26.96,27.16
szkła.,27.16,27.42
Nie,29.04,29.24
było,29.24,29.44
na,29.44,29.64
nim,29.64,29.82
nic,29.82,30.18
oprócz,30.18,30.9
maciupańkiego,30.9,31.76
złotego,31.76,32.32
kluczyka,32.32,32.48
i,33.46,33.64
Alicji,33.64,34.18
natychmiast,34.18,34.78
przyszło,34.78,35.18
do,35.18,35.34
"głowy,",35.34,35.72
że,36.1,36.94
jest,36.94,37.36
to,37.36,37.52
zapewne,37.52,37.96
"kluczyk,",37.96,38.48
do,39.56,39.78
którychś,39.78,40.58
drzwi,40.58,41.12
komnaty.,41.12,41.48
Lecz,42.46,42.86
niestety.,42.86,43.52
Czy,45.26,45.42
te,45.42,45.58
zamki,45.58,45.94
były,45.94,46.24
za,46.24,46.48
"duże,",46.48,46.84
czy,47.06,47.64
kluczyk,47.64,48.32
za,48.32,48.46
mały?,48.46,48.48
"Dość,",49.48,49.92
że,50.54,50.96
nie,50.96,51.14
udało,51.14,51.6
się,51.6,51.76
nim,51.76,52.02
otworzyć,52.02,52.58
żadnego,52.58,53.08
wyjścia.,53.08,53.48
Ale,54.46,54.7
"oto,",54.7,55.08
podczas,55.3,56.04
drugiego,56.04,56.56
okrążenia,56.56,57.26
"komnaty,",57.26,57.48
Alicja,58.28,58.78
dostrzegła,58.78,59.56
nisko,59.56,60.54
zawieżoną,60.54,61.42
"kotarę,",61.42,62.0
której,63.28,63.7
przedtem,63.7,64.22
nie,64.22,64.36
zauważyła.,64.36,64.94
Za,65.66,65.84
kotarą,65.84,66.36
zaś,66.36,66.62
znajdowały,66.62,67.24
się,67.24,67.38
drzwiczki,67.38,68.02
wysokości,68.02,68.82
mniej,68.82,69.12
więcej,69.12,69.54
15,69.54,70.12
cali.,70.12,70.48
Alicja,71.68,72.38
przymierzyła,72.38,73.16
złoty,73.16,73.48
kluczyk,73.48,74.08
do,74.08,75.14
ich,75.14,75.34
zamka,75.34,75.48
i,75.76,75.98
z,75.98,76.06
radością,76.06,76.46
"stwierdziła,",76.46,77.08
że,77.14,77.2
pasuje.,77.2,77.66
Otworzyła,79.86,80.48
drzwiczki.,80.48,81.0
Okazało,81.5,82.08
"się,",82.08,82.22
że,82.34,82.4
prowadzą,82.4,82.9
do,82.9,83.06
korytarzyka,83.06,83.82
niewiele,83.82,84.46
większego,84.46,85.04
niż,85.04,85.46
szczurza,85.46,86.0
Nora.,86.0,86.22
Alicja,87.12,87.74
uklęknęła,87.74,88.54
i,88.54,89.46
przez,89.46,90.64
korytarzyk,90.64,91.36
zajrzała,91.36,91.82
do,91.82,92.04
najśliczniejszego,92.04,93.1
ogrodu,93.1,93.5
na,93.5,93.68
świecie.,93.68,94.1
Jakże,94.98,95.38
pragnęła,95.38,96.22
przedostać,96.22,97.1
się,97.1,97.4
przez,97.4,98.12
ten,98.12,98.34
ciemny,98.34,98.78
przesmyk,98.78,99.34
i,99.78,99.96
błądzić,99.96,100.44
błogo,100.44,100.92
między,100.92,101.44
rabatkami,101.44,102.22
barwnych,102.22,103.22
kwiatów,103.22,103.84
i,103.84,104.08
wchłodnymi,104.08,104.78
fontannami.,104.78,105.48
"Cóż,",106.82,107.24
skoro,107.68,108.14
nawet,108.14,108.38
jej,108.38,108.58
głowa,108.58,108.88
nie,108.88,109.06
mieściła,109.06,109.5
się,109.5,109.64
w,109.64,109.76
drzwiczkach.,109.76,110.34
A,111.22,111.36
nawet,111.36,111.6
gdyby,111.6,111.98
głowa,111.98,112.34
"przeszła,",112.34,112.78
pomyślała,112.84,113.36
"Alicja,",113.36,113.82
to,114.5,114.98
marny,114.98,115.56
byłby,115.56,115.86
z,115.86,115.96
niej,115.96,116.12
pożytek,116.12,116.54
bez,116.54,117.04
pleców.,117.04,117.6
"Ach,",118.5,118.74
gdybym,119.06,119.4
tak,119.4,119.56
umiała,119.56,120.06
złożyć,120.06,121.0
się,121.0,121.24
jak,121.24,121.44
teleskop.,121.44,122.02
Zdaje,122.62,122.94
mi,122.94,123.12
"się,",123.12,123.3
że,123.46,123.52
to,123.52,123.7
całkiem,123.7,124.08
"możliwe,",124.08,124.68
gdybym,125.06,125.46
tylko,125.46,125.68
wiedziała,125.68,126.22
jak,126.22,126.44
zacząć.,126.44,126.98
Tyle,129.98,130.32
bowiem,130.32,130.8
zdarzyło,130.8,131.52
się,131.52,131.96
jej,131.96,133.3
ostatnio,133.3,134.22
"niezwykłości,",134.22,135.02
że,135.56,135.72
doszła,135.72,136.02
do,136.02,136.16
"wniosku,",136.16,136.7
iż,137.22,137.42
tylko,137.42,137.82
bardzo,137.82,138.28
nieliczne,138.28,138.86
rzeczy,138.86,139.14
są,139.14,139.4
naprawdę,139.4,139.82
niemożliwe.,139.82,140.48
Ponieważ,141.68,142.2
nie,142.2,142.72
zaniosło,142.72,143.36
się,143.36,143.54
na,143.54,143.8
"to,",143.8,144.04
aby,144.52,144.9
z,144.9,145.3
wystawania,145.3,147.26
u,147.26,147.6
drzwiczek,147.6,148.22
miało,148.22,149.0
cokolwiek,149.0,149.58
wyniknąć.,149.58,150.3
Alicja,151.82,152.32
wróciła,152.32,152.76
do,152.76,152.9
stoliczka,152.9,153.56
w,153.56,154.12
skrytej,154.12,154.58
"nadziei,",154.58,155.1
że,155.22,155.4
znajdzie,155.4,155.86
na,155.86,156.08
nim,156.08,156.24
jakiś,156.24,156.52
inny,156.52,156.9
"kluczyk,",156.9,157.34
albo,158.08,158.48
przynajmniej,158.48,159.18
instrukcję,159.18,159.98
składania,159.98,160.62
człowieka,160.62,161.1
metodą,161.1,161.56
teleskopu.,161.56,162.28
Tym,162.8,163.08
razem,163.08,163.38
znalazła,163.38,163.94
"buteleczkę,",163.94,164.72
której,165.06,165.46
przedtem,165.46,166.26
z,166.26,166.44
całą,166.44,166.68
pewnością,166.68,167.42
tu,167.42,167.72
nie,167.72,167.92
było.,167.92,168.16
Zapewniała,169.1,169.76
siebie.,169.76,170.12
A,171.18,171.38
do,171.38,171.52
szyi,171.52,171.78
buteleczki,171.78,172.5
przylepiona,172.5,173.3
była,173.3,173.6
biała,173.6,173.98
karteczka,173.98,174.58
z,174.58,174.7
"napisem,",174.7,175.22
wypij,175.68,176.08
"mnie,",176.08,176.34
pięknie,177.02,177.72
wykaligrofanymi,177.72,178.86
wielkimi,178.86,179.34
literami.,179.34,179.98
Łatwo,180.74,181.18
"powiedzieć,",181.18,181.64
wypij,181.82,182.12
mnie.,182.12,182.36
Ale,183.5,183.66
mądra,183.66,184.02
mała,184.02,184.28
Alicja,184.28,184.8
ani,184.8,185.18
myślała,185.18,185.82
się,185.82,186.74
z,186.74,187.0
tym,187.0,187.2
spieszyć.,187.2,187.48
O,188.58,188.76
"nie,",188.76,188.96
oświadczyła.,189.14,189.86
Najpierw,190.34,191.38
dobrze,191.38,191.96
"obejrzę,",191.96,192.52
czy,192.86,193.2
gdzieś,193.2,193.52
nie,193.52,193.78
ma,193.78,193.9
ostrzeżenia,193.9,194.48
trucizna.,194.48,194.5
Czytała,195.62,196.12
bowiem,196.12,196.46
nie,196.46,196.64
jedną,196.64,196.9
pouczającą,196.9,197.56
opowiastkę,197.56,198.3
o,198.3,198.42
"dzieciach,",198.42,198.48
które,199.96,200.28
uległy,200.28,200.78
pożarciu,200.78,201.88
przez,201.88,202.12
dzikie,202.12,202.46
bestie,202.46,202.94
i,202.94,203.16
innym,203.16,203.42
"przykrościom,",203.42,203.48
tylko,204.1,204.4
"dlatego,",204.4,204.88
że,205.42,205.56
nie,205.56,205.78
były,205.78,206.08
uprzejme,206.08,207.14
pamiętać,207.14,207.7
o,207.7,207.9
kilku,207.9,208.22
prostych,208.22,208.48
zasadach,208.48,208.5
wpajanych,209.28,209.86
