text,start,end
Тут,0.0,0.18
было,0.18,0.48
множество,0.48,1.14
"дверей,",1.14,1.64
но,1.98,2.32
все,2.32,2.6
они,2.6,2.86
оказались,2.86,3.58
заперты.,3.58,4.3
Она,4.92,5.18
обошла,5.18,5.7
весь,5.7,6.04
зал,6.04,6.34
"кругом,",6.34,6.94
безуспешно,7.3,8.04
пытаясь,8.04,8.62
открыть,8.62,9.11
каждую,9.11,9.74
из,9.74,9.9
дверей.,9.9,10.32
И,11.02,11.2
в,11.2,11.32
конце,11.32,11.58
концов,11.58,12.2
направилась,12.2,13.08
к,13.08,13.28
центру,13.28,13.72
"зала,",13.72,14.14
с,14.42,14.54
грустью,14.54,14.87
"размышляя,",14.87,15.6
как,15.9,16.4
же,16.4,16.6
ей,16.6,16.74
отсюда,16.74,17.12
выбраться.,17.12,17.66
Вдруг,18.6,18.96
она,18.96,19.18
увидела,19.18,19.6
стеклянный,19.6,20.22
столик,20.22,20.66
на,20.66,20.8
трех,20.8,21.04
"ножках,",21.04,21.5
на,21.78,21.95
котором,21.95,22.36
лежал,22.36,23.0
маленький,23.0,23.76
золотой,23.76,24.36
ключ.,24.36,24.8
Ей,25.7,26.02
тотчас,26.02,26.46
же,26.46,26.64
пришло,26.64,26.98
в,26.98,27.14
"голову,",27.14,27.92
что,28.0,28.22
им,28.22,28.56
нужно,28.56,28.92
отпереть,28.92,29.64
какую-нибудь,29.7,30.44
из,30.44,30.72
дверей.,30.72,31.22
К,32.14,32.26
"сожалению,",32.26,32.86
ключ,33.42,33.64
не,33.64,33.86
подошел,33.86,34.32
ни,34.32,34.5
к,34.5,34.56
одной,34.56,34.84
из,34.84,35.08
них.,35.08,35.3
То,36.02,36.2
ли,36.2,36.34
замочные,36.34,36.92
скважины,36.92,37.58
были,37.58,37.84
слишком,37.84,38.3
"велики,",38.3,38.94
то,39.38,39.5
ли,39.5,39.76
ключ,39.76,40.28
слишком,40.28,40.76
мал.,40.76,41.18
Обходя,42.34,42.88
зал,42.88,43.14
во,43.14,43.32
второй,43.32,43.6
"раз,",43.6,44.04
Алиса,44.54,45.12
обратила,45.12,45.8
внимание,45.8,46.38
на,46.38,46.68
"портьеру,",46.68,47.28
которую,47.7,48.06
не,48.06,48.3
заметила,48.3,48.82
раньше.,48.82,49.24
Приподняв,50.12,50.88
"ее,",50.88,51.18
она,51.7,51.94
увидела,51.94,52.44
"низенькую,",52.44,53.22
около,53.38,53.62
15,53.62,54.2
дюймов,54.2,54.84
"высотой,",54.84,55.56
дверку.,55.74,56.16
Алиса,57.72,57.76
попробовала,57.76,58.5
вложить,58.5,58.92
ключ,58.92,59.36
в,59.36,59.5
замочную,59.5,60.04
"скважину,",60.04,60.68
и,61.06,61.66
к,61.66,61.98
ее,61.98,62.12
величайшему,62.12,62.86
восторгу,62.86,63.58
он,63.58,64.1
в,64.1,64.26
точности,64.26,64.88
подошел.,64.88,65.56
Она,66.36,66.68
отворила,66.68,67.22
дверь,67.22,67.62
и,67.62,68.1
обнаружила,68.1,68.74
за,68.74,68.96
ней,68.96,69.16
"узкий,",69.16,69.82
размером,70.26,70.72
не,70.72,70.85
больше,70.85,71.16
крысиной,71.16,71.8
"норы,",71.8,72.14
"проход,",72.32,72.82
из,73.3,73.48
которого,73.48,73.88
струился,73.88,74.56
яркий,74.56,75.27
солнечный,75.27,76.26
свет.,76.26,76.72
Алиса,78.18,78.68
встала,78.68,79.06
на,79.06,79.26
"колени,",79.26,79.78
заглянула,80.38,80.9
туда,80.9,81.26
и,81.26,81.9
увидела,81.9,82.3
самый,82.32,82.68
чудесный,82.68,83.42
"сад,",83.42,83.84
какой,84.0,84.16
только,84.16,84.5
можно,84.5,84.84
себе,84.84,85.18
представить.,85.18,86.06
"Ах,",87.08,87.28
как,87.38,87.6
хорошо,87.6,88.1
было,88.1,88.44
бы,88.44,88.62
пойти,88.62,89.04
туда,89.04,89.42
и,89.42,90.04
погулять,90.04,90.66
между,90.66,90.88
фонтанов,90.88,91.7
и,91.7,91.94
клумб,91.94,92.52
с,92.52,92.9
яркими,92.9,93.36
цветами!,93.36,94.02
Но,94.9,95.08
Алиса,95.08,95.46
не,95.46,95.6
могла,95.6,95.94
просунуть,95.94,96.54
туда,96.54,96.84
даже,96.84,97.34
голову.,97.34,97.88
«Да,98.9,99.1
и,99.1,99.22
что,99.22,99.4
"толку,",99.4,99.86
если,99.96,100.14
бы,100.14,100.3
голова,100.3,100.7
прошла?»,100.7,101.72
—,101.72,102.0
подумала,102.0,102.28
Алиса.,102.28,102.72
—,103.14,103.22
Все,103.22,103.36
"равно,",103.36,103.72
плечи,103.9,104.36
бы,104.36,104.46
не,104.46,104.62
"влезли,",104.62,105.08
а,105.48,105.66
на,105.66,105.84
что,105.84,106.08
годится,106.08,106.6
голова,106.64,107.06
без,107.06,107.32
плеч?,107.32,107.74
Как,108.8,109.08
бы,109.08,109.22
я,109.22,109.36
хотела,109.36,109.78
уметь,109.78,110.14
"складываться,",110.14,110.9
как,111.1,111.12
подзорная,111.12,111.74
труба?,111.74,112.18
"Может,",112.94,113.26
я,113.56,113.78
сумела,113.78,114.18
бы,114.18,114.34
это,114.34,114.54
"сделать,",114.54,114.96
если,115.18,115.36
б,115.36,115.48
только,115.48,115.72
"знала,",115.72,116.14
с,116.24,116.32
чего,116.72,116.74
начать?,116.74,117.06
Видите,118.12,118.58
"ли,",118.58,118.74
в,119.0,119.18
этот,119.18,119.4
день,119.4,119.66
столько,119.66,120.1
всего,120.1,120.46
необычного,120.46,121.14
случилось,121.14,121.66
с,121.66,121.86
"Алисой,",121.86,122.38
что,122.84,123.1
ей,123.1,123.38
уже,123.38,123.7
ничего,123.7,124.28
не,124.28,124.56
казалось,124.56,125.06
невозможным.,125.06,125.9
Не,126.98,127.2
было,127.2,127.42
никакого,127.42,128.02
смысла,128.02,128.54
и,128.54,128.7
дальше,128.7,128.98
оставаться,128.98,129.58
у,129.58,129.74
маленькой,129.74,130.15
"двери,",130.15,130.58
и,131.04,131.42
Алиса,131.42,131.96
отправилась,131.96,132.72
обратно,132.72,133.26
к,133.26,133.38
"столику,",133.38,133.96
отчасти,134.58,135.06
надеясь,135.12,135.54
обнаружить,135.54,136.16
там,136.16,136.34
еще,136.34,136.64
один,136.64,136.98
ключ,136.98,137.42
или,137.42,138.02
хотя,138.02,138.32
бы,138.32,138.55
"руководство,",138.55,139.38
как,139.76,140.02
можно,140.02,140.36
сложиться,140.36,140.94
на,140.94,141.12
подобие,141.12,141.66
подзорной,141.66,142.25
трубы.,142.25,142.66
Однако,144.14,144.54
на,144.54,144.78
этот,144.78,145.08
раз,145.08,145.42
Алиса,145.42,146.32
увидела,146.32,146.7
на,146.7,146.88
столе,146.88,147.2
"пузырек,",147.2,147.82
"которого,",148.18,148.7
она,148.88,149.14
была,149.14,149.36
совершенно,149.36,149.92
"уверена,",149.92,150.56
раньше,150.94,151.32
там,151.32,151.7
не,151.7,151.98
было.,151.98,152.22
На,152.88,153.06
"бумажке,",153.06,153.68
привязанной,153.74,154.26
к,154.26,154.36
"пузырьку,",154.36,154.86
было,155.42,155.56
выведено,155.56,156.23
красивыми,156.23,157.14
печатными,157.14,157.96
буквами,157.96,158.7
«Выпей,158.7,159.92
меня».,159.92,161.48
Надпись,161.84,162.4
звучала,162.4,163.0
"заманчиво,",163.0,163.94
но,164.44,164.56
"Алиса,",164.56,165.08
как,165.18,165.28
девочка,165.28,165.7
"умная,",165.7,166.28
не,166.7,166.92
хотела,166.92,167.44
торопиться,167.44,168.06
и,168.06,168.22
поступать,168.22,168.8
необдуманно.,168.8,169.58
«Сначала,170.02,170.6
"посмотрю»,",170.6,171.4
—,171.4,171.42
решила,171.42,171.8
"она,",171.8,172.08
—,172.48,172.5
«не,172.5,172.7
написано,172.7,173.34
ли,173.34,173.52
на,173.52,173.64
пузырьке,173.64,174.24
«яд»?»,174.24,175.47
Она,175.47,175.74
слышала,175.74,176.26
много,176.26,176.74
примилых,176.74,177.26
историй,177.26,177.64
про,177.64,177.84
детей.,177.84,178.24
То,178.84,179.0
они,179.0,179.24
получали,179.24,179.78
смертельные,179.78,180.46
ожоги,180.46,180.98
и,180.98,181.06
"умирали,",181.06,181.56
то,181.92,182.12
их,182.12,182.34
съедали,182.34,182.78
дикие,182.78,183.18
"звери,",183.18,183.84
то,184.3,184.48
случалось,184.48,185.14
еще,185.14,185.5
что-то,185.5,186.24
столь,186.24,186.74
же,186.74,186.9
неприятное.,186.9,187.7
А,188.02,188.2
все,188.2,188.4
почему?,188.4,188.88
Да,189.68,189.88
только,189.88,190.34
"потому,",190.34,190.84
что,191.12,191.28
они,191.28,191.5
поступали,191.5,192.16
необдуманно,192.16,193.08
и,193.08,193.68
"забывали,",193.68,194.44
что,194.58,195.18
им,195.18,195.56
говорили,195.56,196.08
папа,196.08,196.54
с,196.54,196.66
мамой.,196.66,197.08
"Например,",198.34,198.36
что,198.56,198.66
раскаленную,198.66,199.44
кочергу,199.44,200.04
можно,200.04,200.36
сильно,200.36,200.8
"обжечься,",200.8,201.6
а,202.06,202.26
если,202.26,202.54
порежешь,202.54,203.14
палец,203.14,203.6
"ножом,",203.6,204.12
то,204.5,204.66
пойдет,204.66,205.1
кровь.,205.1,206.02
Но,206.28,206.46
Алиса,206.46,206.9
была,206.9,207.12
здравомыслящей,207.12,208.16
девочкой.,208.16,208.72
Она,209.14,209.42
"знала,",209.42,209.88
что,210.24,210.38
не,210.38,210.52
следует,210.52,211.0
пить,211.0,211.24
из,211.24,211.36
"пузырька,",211.36,211.9
на,212.04,212.14
котором,212.14,212.34
написано,212.34,213.18
"«яд»,",213.18,214.28
потому,214.28,214.64
что,214.64,214.92
от,214.92,215.1
этого,215.1,215.46
рано,215.46,216.24
или,216.24,216.42
поздно,216.42,216.9
"почувствуешь,",216.94,217.7
что,217.84,217.9
тебе,217.9,218.16
не,218.16,218.38
здоровится.,218.38,219.04
Однако,220.28,220.68
на,220.68,220.9
пузырьке,220.9,221.46
не,221.46,222.06
было,222.06,222.26
надписи,222.26,222.82
"«яд»,",222.82,223.54
и,223.54,223.76
Алиса,223.76,224.24
решила,224.24,224.65
попробовать,224.65,225.4
содержимое,225.4,226.22
на,226.22,226.4
вкус.,226.4,226.8
Напиток,227.96,228.66
оказался,228.66,229.3
очень,229.3,229.74
приятным,229.74,230.54
и,230.54,231.24
напоминал,231.24,232.14
одновременно,232.14,233.2
пирог,233.24,233.64
с,233.64,233.8
"вишнями,",233.8,234.5
жареную,234.98,235.54
"картошку,",235.54,236.44
"печенье,",236.78,237.64
ананас,237.96,238.78
и,239.26,239.46
поджаренные,239.46,240.3
тортинки,240.3,240.94
с,240.94,241.16
маслом.,241.16,241.62
И,242.08,242.3
Алиса,242.3,242.78
выпила,242.78,243.32
все,243.32,243.66
до,243.66,243.94
капельки.,243.94,244.52
«Как,245.24,245.52
странно!»,245.52,246.17
–,246.17,246.28
воскликнула,246.28,246.8
она.,246.8,247.0
–,247.46,247.5
Мне,247.5,247.72
"кажется,",247.72,248.32
я,248.46,248.54
"складываюсь,",248.54,249.3
как,249.46,249.52
подзорная,249.52,250.1
труба.,250.1,250.52
Так,251.04,251.42
оно,251.42,251.76
и,251.76,252.04
было.,252.04,252.34
Алиса,253.26,253.76
сделалась,253.76,254.32
совсем,254.32,254.8
"крошкой,",254.8,255.5
всего,255.9,256.18
десяти,256.18,256.86
дюймов,256.86,257.35
высотой.,257.35,258.1
Лицо,258.9,259.38
ее,259.38,259.54
просияло,259.54,260.26
при,260.26,260.44
"мысли,",260.44,260.88
что,261.34,261.54
теперь,261.54,261.96
можно,261.96,262.28
будет,262.28,262.48
пройти,262.48,262.96
в,262.96,263.14
маленькую,263.14,263.62
дверцу,263.62,264.16
и,264.16,264.7
погулять,264.7,265.38
в,265.38,265.52
чудном,265.52,265.96
саду.,265.96,266.42
Однако,267.56,267.98
сначала,267.98,268.64
Алиса,268.64,269.28
постояла,269.28,269.94
"немного,",269.94,270.58
чтобы,270.82,271.02
"узнать,",271.02,271.56
не,271.96,272.05
станет,272.05,272.7
ли,272.7,272.84
она,272.84,273.08
