text,start,end
There,0.0,0.36
were,0.36,0.52
doors,0.52,0.78
all,0.78,1.0
around,1.0,1.22
the,1.22,1.4
"hall,",1.4,1.64
but,1.8,2.14
they,2.14,2.28
were,2.28,2.42
"locked,",2.42,2.78
and,2.9,3.6
when,3.6,3.76
Alice,3.76,4.02
had,4.02,4.22
been,4.22,4.36
all,4.36,4.6
the,4.6,4.74
way,4.74,4.86
down,4.86,5.08
one,5.08,5.3
side,5.3,5.64
and,5.64,5.98
up,5.98,6.16
the,6.16,6.3
"other,",6.3,6.56
trying,6.82,7.08
every,7.08,7.42
"door,",7.42,7.74
she,8.1,8.46
walked,8.46,8.72
sadly,8.72,9.02
down,9.02,9.24
the,9.24,9.38
"middle,",9.38,9.62
wondering,9.9,10.34
how,10.34,10.64
she,10.64,10.8
was,10.8,10.94
ever,10.94,11.16
to,11.16,11.36
get,11.36,11.52
out,11.52,11.68
again.,11.68,11.98
"Suddenly,",13.48,13.92
she,14.28,14.44
came,14.44,14.68
upon,14.68,14.94
a,14.94,15.12
"little,",15.12,15.36
three-legged,15.52,15.94
"table,",15.94,16.32
all,16.9,17.14
made,17.14,17.32
of,17.32,17.46
solid,17.46,17.76
glass.,17.76,18.22
There,19.12,19.32
was,19.32,19.46
nothing,19.46,19.72
on,19.72,19.94
it,19.94,20.1
except,20.1,20.38
a,20.38,20.58
tiny,20.58,20.9
golden,20.9,21.24
"key,",21.24,21.56
and,21.88,21.96
Alice's,21.96,22.46
first,22.46,22.72
thought,22.72,23.04
was,23.04,23.56
that,23.56,23.68
it,23.68,23.78
might,23.78,23.9
belong,23.9,24.2
to,24.2,24.38
one,24.38,24.5
of,24.5,24.62
the,24.62,24.72
doors,24.72,24.92
of,24.92,25.08
the,25.08,25.18
hall.,25.18,25.4
But,26.1,26.32
alas!,26.32,26.78
Either,27.26,27.84
the,27.84,28.04
locks,28.04,28.24
were,28.24,28.4
too,28.4,28.58
"large,",28.58,29.04
or,29.26,29.38
the,29.38,29.54
key,29.54,29.68
was,29.68,29.84
too,29.84,30.02
"small,",30.02,30.4
but,30.78,31.08
at,31.08,31.2
any,31.2,31.44
"rate,",31.44,31.68
it,31.8,31.92
would,31.92,32.04
not,32.04,32.28
open,32.28,32.62
any,32.62,33.0
of,33.0,33.2
them.,33.2,33.36
"However,",34.5,34.92
on,35.4,35.94
the,35.94,36.08
second,36.08,36.34
time,36.34,36.6
"round,",36.6,36.88
she,37.42,37.6
came,37.6,37.84
upon,37.84,38.16
a,38.16,38.36
low,38.36,38.54
curtain,38.54,38.9
she,38.9,39.08
had,39.08,39.22
not,39.22,39.4
noticed,39.4,39.68
"before,",39.68,40.1
and,40.48,40.92
behind,40.92,41.26
it,41.26,41.46
was,41.46,41.64
a,41.64,41.78
little,41.78,41.96
door,41.96,42.2
about,42.2,42.48
fifteen,42.48,43.0
inches,43.0,43.36
high.,43.36,43.7
She,44.06,44.9
tried,44.9,45.14
the,45.14,45.3
little,45.3,45.48
golden,45.48,45.72
key,45.72,45.94
in,45.94,46.08
the,46.08,46.2
"lock,",46.2,46.48
and,46.66,46.84
to,46.84,46.96
her,46.96,47.1
great,47.1,47.36
"delight,",47.36,47.78
it,48.12,48.32
fit.,48.32,48.62
Alice,50.08,50.42
opened,50.42,50.68
the,50.68,50.84
door,50.84,51.02
and,51.02,51.22
found,51.22,51.42
that,51.42,51.58
it,51.58,51.72
led,51.72,51.92
into,51.92,52.14
a,52.14,52.3
small,52.3,52.5
"passage,",52.5,53.1
not,53.44,53.7
much,53.7,53.92
larger,53.92,54.2
than,54.2,54.4
a,54.4,54.54
rat,54.54,54.7
hole.,54.7,54.94
She,55.84,56.08
knelt,56.08,56.34
down,56.34,56.62
and,56.62,56.76
looked,56.76,56.94
along,56.94,57.16
the,57.16,57.3
passage,57.3,57.64
into,57.64,57.92
the,57.92,58.1
loveliest,58.1,58.56
garden,58.56,58.98
you,58.98,59.2
ever,59.2,59.52
saw.,59.52,59.86
How,60.84,61.08
she,61.08,61.32
longed,61.32,61.8
to,61.8,61.88
get,61.88,62.02
out,62.02,62.18
of,62.18,62.3
that,62.3,62.46
dark,62.46,62.72
hall,62.72,63.04
and,63.04,63.6
wander,63.6,63.9
about,63.9,64.24
among,64.24,64.54
those,64.54,64.78
beds,64.78,65.1
of,65.1,65.28
bright,65.28,65.56
flowers,65.56,66.04
and,66.04,66.3
those,66.3,66.48
cool,66.48,66.74
fountains.,66.74,67.28
But,67.9,68.1
she,68.1,68.22
could,68.22,68.4
not,68.4,68.58
even,68.58,68.84
get,68.84,69.02
her,69.02,69.18
head,69.18,69.36
through,69.36,69.54
the,69.54,69.68
doorway.,69.68,69.96
And,71.2,71.36
even,71.36,71.64
if,71.64,71.86
my,71.86,72.02
head,72.02,72.3
would,72.3,72.48
go,72.48,72.64
"through,",72.64,73.0
thought,73.32,73.72
poor,73.72,73.94
"Alice,",73.94,74.36
it,74.78,75.12
would,75.12,75.24
be,75.24,75.4
of,75.4,75.56
very,75.56,75.8
little,75.8,76.06
use,76.06,76.34
without,76.34,76.6
my,76.6,76.8
shoulders.,76.8,77.18
"Oh,",78.28,78.5
how,78.56,78.7
I,78.7,78.88
wish,78.88,79.18
I,79.18,79.38
could,79.38,79.54
shut,79.54,79.8
up,79.8,80.04
like,80.04,80.24
a,80.24,80.38
telescope!,80.38,80.8
I,82.04,82.36
think,82.36,82.52
I,82.52,82.7
"could,",82.7,83.04
if,83.24,83.48
I,83.48,83.8
only,83.8,84.02
knew,84.02,84.22
how,84.22,84.42
to,84.42,84.6
begin.,84.6,84.94
For,86.74,87.06
you,87.06,87.44
"see,",87.44,87.72
so,87.88,88.08
many,88.08,88.34
out-of-the-way,88.34,88.98
things,88.98,89.26
had,89.26,89.42
happened,89.42,89.72
"lately,",89.72,90.06
that,90.6,90.78
Alice,90.78,91.04
had,91.04,91.2
begun,91.2,91.46
to,91.46,91.64
think,91.64,91.92
that,91.92,92.26
very,92.26,92.54
few,92.54,92.82
"things,",92.82,93.12
"indeed,",93.24,93.62
were,93.78,93.94
really,93.94,94.3
impossible.,94.3,94.86
There,97.0,97.26
seemed,97.26,97.48
to,97.48,97.62
be,97.62,97.72
no,97.72,97.9
use,97.9,98.14
in,98.14,98.26
waiting,98.26,98.46
by,98.46,98.66
the,98.66,98.8
little,98.8,98.98
"door,",98.98,99.26
so,99.54,99.94
she,99.94,100.1
went,100.1,100.28
back,100.28,100.46
to,100.46,100.62
the,100.62,100.74
"table,",100.74,101.04
half,101.38,101.68
hoping,101.68,101.98
she,101.98,102.2
might,102.2,102.38
find,102.38,102.64
another,102.64,102.9
key,102.9,103.18
on,103.18,103.36
"it,",103.36,103.56
or,103.96,104.1
at,104.1,104.24
any,104.24,104.4
"rate,",104.4,104.64
a,104.8,104.9
book,104.9,105.06
of,105.06,105.22
rules,105.22,105.44
for,105.44,105.64
shutting,105.64,105.86
people,105.86,106.16
up,106.16,106.38
like,106.38,106.54
telescopes.,106.54,107.04
This,107.5,108.22
time,108.22,108.54
she,108.54,108.86
found,108.86,109.06
a,109.06,109.2
little,109.2,109.36
bottle,109.36,109.68
on,109.68,109.92
"it,",109.92,110.1
which,110.7,110.94
certainly,110.94,111.3
was,111.3,111.54
not,111.54,111.72
here,111.72,111.92
"before,",111.92,112.4
said,112.84,113.18
"Alice,",113.18,113.64
and,114.26,114.5
round,114.5,114.72
the,114.72,114.9
neck,114.9,115.14
of,115.14,115.36
the,115.36,115.5
bottle,115.5,115.7
was,115.7,115.88
a,115.88,116.02
paper,116.02,116.26
label,116.26,116.6
with,116.6,116.84
the,116.84,116.98
"words,",116.98,117.32
DRINK,117.72,117.96
"ME,",117.96,118.2
beautifully,118.48,118.86
printed,118.86,119.26
on,119.26,119.5
it,119.5,119.64
in,119.64,119.8
large,119.8,120.08
letters.,120.08,120.4
It,121.88,122.06
was,122.06,122.18
all,122.18,122.38
very,122.38,122.58
well,122.58,122.78
to,122.78,122.94
"say,",122.94,123.18
