text,start,end
복도를,0.0,0.76
빙,0.76,1.08
둘러,1.08,1.52
문이,1.52,1.88
여러,1.88,2.1
개,2.1,2.34
나,2.34,2.52
있긴,2.52,3.14
했지만,3.14,3.66
모두,3.66,4.24
잠긴,4.24,4.72
채였다.,4.72,5.28
앨리스는,5.7,6.3
복도,6.3,6.64
끝에서,6.64,7.1
끝까지,7.1,7.68
문이란,7.68,8.26
문은,8.26,8.6
모조리,8.6,9.04
다,9.04,9.24
"열어보고는,",9.24,10.06
풀이,10.4,10.72
죽은,10.72,11.12
채,11.12,11.28
복도,11.28,11.68
중간으로,11.68,12.34
돌아와,12.34,12.82
어떻게,12.82,13.48
하면,13.48,13.8
다시,13.8,14.1
나갈,14.1,14.46
수,14.46,14.62
있을까,14.62,15.06
고민했다.,15.06,15.66
그때,16.3,16.6
갑자기,16.6,17.04
온통,17.04,17.58
유리로,17.58,18.04
된,18.04,18.28
작은,18.28,18.68
세발,18.68,19.48
탁자가,19.48,19.84
눈에,19.84,20.24
들어왔다.,20.24,20.9
탁자,21.48,21.9
위에는,21.9,22.32
작은,22.32,22.68
황금,22.68,23.12
열쇠,23.12,23.48
하나가,23.48,23.9
달랑,23.9,24.26
놓여,24.26,24.6
있었다.,24.6,25.12
열쇠를,25.66,26.16
본,26.16,26.4
순간,26.4,26.74
앨리스는,26.74,27.48
이,27.48,27.68
열쇠가,27.68,28.22
여기,28.22,28.48
있는,28.48,28.78
문들,28.78,29.24
중,29.24,29.46
하나와,29.82,30.24
맞을지도,30.24,30.78
모른다는,30.78,31.32
생각이,31.32,31.76
들었다.,31.76,32.26
하지만,32.7,33.08
이를,33.08,33.42
"어쩌나,",33.42,33.94
하나같이,34.36,35.0
자물쇠가,35.0,35.68
다,35.68,35.98
너무,35.98,36.62
큰,36.62,36.96
거나,36.96,37.3
열쇠가,37.62,38.14
턱없이,38.14,38.58
작은,38.58,38.92
탓에,38.92,39.34
어떤,39.34,39.64
문도,39.64,40.02
열리지,40.02,40.52
않았다.,40.52,40.96
다시,41.4,41.72
한,41.72,41.94
번,41.94,42.06
돌아보던,42.06,42.62
앨리스는,42.62,43.3
아까는,43.3,43.82
미처,43.82,44.18
못,44.18,44.42
보고,44.42,44.7
지나쳤던,44.7,45.52
작은,45.52,46.2
커튼을,46.2,46.76
발견했다.,46.76,47.4
커튼,47.88,48.28
뒤로,48.28,48.56
30cm가,48.56,50.18
조금,50.18,50.78
넣는,50.78,51.2
작은,51.2,51.74
문이,51.74,52.08
있었다.,52.08,52.58
앨리스가,53.2,53.74
자물쇠에,53.74,54.56
황금,54.56,54.94
열쇠를,54.94,55.38
끼워넣자,55.38,56.16
기쁘게도,56.16,57.08
꼭,57.08,57.3
들어,57.3,57.6
막는,57.6,58.02
것이,58.02,58.38
아닌가.,58.38,58.9
문을,59.38,59.88
열자,59.88,60.22
쥐구멍,60.22,60.84
한,60.84,61.02
작은,61.02,62.32
통로가,62.32,63.04
나왔다.,63.04,63.6
무릎을,64.14,64.66
꿇고,64.66,65.02
엎드려,65.02,65.52
들여다보니,65.52,66.28
한,66.28,66.52
번도,66.52,66.84
본,66.84,67.06
적이,67.06,67.34
없는,67.34,67.64
아름다운,67.64,68.38
정원이,68.38,68.76
