text,start,end
大,0.0,0.34
厅,0.34,0.54
周,0.54,0.78
围,0.78,1.0
有,1.0,1.24
许,1.24,1.42
多,1.42,1.58
锁,1.58,1.84
着,1.84,1.98
的,1.98,2.1
小,2.1,2.3
门,2.3,2.56
爱,2.94,3.08
丽,3.08,3.24
丝,3.24,3.4
从,3.4,3.62
头,3.62,3.82
走,3.82,4.02
到,4.02,4.18
尾,4.18,4.4
推,5.12,5.38
动,5.38,5.56
了,5.56,5.7
所有,5.7,5.94
的,5.94,6.16
门,6.16,6.58
可是,6.78,7.04
一,7.04,7.24
扇,7.24,7.42
门,7.42,7.66
都,7.66,7.98
推,7.98,8.14
不,8.14,8.3
开,8.3,8.54
最,9.48,9.72
后,9.72,9.94
她,9.94,10.18
回,10.18,10.36
到,10.36,10.52
大,10.52,10.72
厅,10.72,10.9
中,10.9,11.14
央,11.14,11.4
充,12.04,12.28
满,12.28,12.46
困,12.46,12.76
惑,12.76,13.02
地,13.02,13.2
待,13.2,13.36
在,13.36,13.54
那,13.54,13.7
里,13.7,13.9
她,15.12,15.36
忽,15.36,15.52
然,15.52,15.66
看到,15.66,16.0
了,16.0,16.2
一,16.2,16.32
只,16.32,16.48
三,16.48,16.72
条,16.72,16.94
腿,16.94,17.12
的,17.12,17.28
小,17.28,17.48
玻,17.48,17.66
璃,17.66,17.8
桌,17.8,18.02
她,18.82,19.06
走了,19.06,19.34
过,19.34,19.62
去,19.62,19.92
看,20.64,20.88
见,20.88,21.06
上面,21.06,21.42
放,21.42,21.72
着,21.72,21.86
一,21.86,21.98
把,21.98,22.1
非常,22.1,22.42
小,22.42,22.76
的,22.76,22.94
金,22.94,23.16
钥,23.16,23.4
匙,23.4,23.64
她,24.76,24.92
的,24.92,25.06
第一,25.06,25.28
反,25.28,25.5
应,25.5,25.7
就是,25.7,26.1
这,26.74,26.98
肯,26.98,27.26
定,27.26,27.46
是,27.46,27.68
用,27.68,27.82
来,27.82,28.02
打,28.02,28.28
开,28.28,28.48
房,28.48,28.72
间,28.72,28.94
门,28.94,29.16
的,29.16,29.32
钥,29.32,29.54
匙,29.54,29.8
可是,31.08,31.44
她,31.44,31.64
马,31.64,31.82
上,31.82,32.02
就,32.02,32.2
想,32.2,32.42
到,32.42,32.7
不对,33.44,33.8
 ,33.8,34.46
这,34.46,34.58
钥,34.58,34.78
匙,34.78,34.94
太,34.94,35.2
小,35.2,35.48
了,35.48,35.76
哪,36.34,36.56
扇,36.56,36.74
门,36.74,36.92
的,36.92,37.06
锁,37.06,37.34
对,37.34,37.82
她,37.82,38.04
来,38.04,38.26
说,38.26,38.5
都,38.5,38.76
显,38.76,39.0
得,39.0,39.12
太,39.12,39.34
大,39.34,39.64
了,39.64,39.86
可是,41.04,41.32
在,41.32,41.54
大,41.54,41.78
厅,41.78,42.02
里,42.02,42.24
转,42.24,42.46
了,42.46,42.6
两,42.6,42.8
圈,42.8,43.08
后,43.08,43.36
她,43.76,43.94
发,43.94,44.12
现,44.12,44.32
了,44.32,44.48
一个,44.48,44.72
低,44.72,45.06
矮,45.06,45.26
的,45.26,45.44
布,45.44,45.6
帘,45.6,45.86
在,46.68,46.92
那,46.92,47.1
帘,47.1,47.32
子,47.32,47.48
后,47.48,47.66
面,47.66,47.92
有,48.32,48.52
一个,48.52,48.76
只有,48.76,49.1
15,49.1,49.56
寸,49.56,49.84
高,49.84,50.02
的,50.02,50.16
小,50.16,50.34
门,50.34,50.6
她,51.64,51.84
把,51.84,51.98
钥,51.98,52.14
匙,52.14,52.32
插,52.32,52.52
进,52.52,52.68
门,52.68,52.9
锁,52.9,53.12
里,53.12,53.34
大,53.78,53.94
小,53.94,54.16
正,54.16,54.4
合,54.4,54.66
适,54.66,54.92
她,55.34,55.52
高,55.52,55.72
兴,55.72,55.94
极,55.94,56.22
了,56.22,56.44
她,58.0,58.2
打,58.2,58.4
开,58.4,58.58
了,58.58,58.74
这,58.74,58.88
扇,58.88,59.06
矮,59.06,59.32
门,59.32,59.6
看,60.1,60.32
见,60.32,60.48
里,60.48,60.66
面,60.66,60.86
有,60.86,61.1
只,61.1,61.44
比,61.44,62.26
老,62.26,62.56
鼠,62.56,62.74
洞,62.74,62.96
大,62.96,63.22
点,63.22,63.4
的,63.4,63.56
小,63.56,63.74
洞,63.74,64.0
她,65.2,65.38
在,65.38,65.54
洞,65.54,65.74
前,65.74,66.12
跪,66.12,66.56
了,66.56,66.7
下,66.7,66.9
来,66.9,67.18
朝,67.76,68.02
洞,68.02,68.24
里,68.24,68.44
望,68.44,68.66
去,68.66,69.04
她,69.8,70.0
看到,70.0,70.38
了,70.38,70.54
一个,70.54,70.7
漂亮,70.7,71.08
的,71.08,71.26
花,71.26,71.48
园,71.48,71.72
她,72.46,72.68
还是,72.68,72.92
第一,72.92,73.2
次,73.2,73.5
看,73.5,73.74
见,73.74,73.9
这么,73.9,74.14
漂亮,74.14,74.56
的,74.56,74.72
花,74.72,74.9
园,74.9,75.16
她,76.2,76.38
非常,76.38,76.82
想,76.82,77.18
到,77.18,77.36
那个,77.36,77.66
花,77.66,77.94
园,77.94,78.12
里,78.12,78.28
去,78.28,78.46
吸,78.46,78.72
吸,78.72,78.92
可是,79.86,80.1
那个,80.1,80.38
洞,80.38,80.6
口,80.6,80.78
太,80.78,81.04
小,81.04,81.34
了,81.34,81.54
她,82.06,82.18
连,82.18,82.36
脑,82.36,82.6
袋,82.6,82.76
都,82.76,82.94
进,82.94,83.1
不,83.1,83.32
去,83.32,83.6
爱,84.66,84.82
丽,84.82,84.98
丝,84.98,85.14
心,85.14,85.32
想,85.32,85.62
就,86.12,86.32
算,86.32,86.48
我的,86.48,86.72
头,86.72,87.02
过,87.02,87.28
去了,87.28,87.56
我的,88.02,88.28
肩,88.28,88.6
膀,88.6,88.78
也,88.78,88.98
过,88.98,89.14
不,89.14,89.32
去,89.32,89.52
啊,89.52,89.74
要,90.26,90.44
是我,90.44,90.66
能,90.66,90.88
变,90.88,91.12
小,91.12,91.44
该,91.44,91.64
多,91.64,91.86
好,91.86,92.14
对,92.68,92.86
了,92.86,93.06
 我,93.06,93.78
一定,93.78,94.06
可以,94.06,94.42
变,94.42,94.68
小,94.68,94.96
我,95.6,95.8
只,95.8,95.96
要,95.96,96.1
找,96.1,96.28
到,96.28,96.46
让,96.46,96.66
自己,96.66,96.96
变,96.96,97.22
小,97.22,97.42
的,97.42,97.58
方,97.58,97.78
法,97.78,97.96
就,97.96,98.16
好了,98.16,98.46
在,99.62,99.8
经,99.8,100.02
历,100.02,100.2
了,100.2,100.36
许,100.36,100.54
多,100.54,100.74
奇怪,100.74,101.14
的,101.14,101.32
事情,101.32,101.6
后,101.6,101.94
爱,102.5,102.68
丽,102.68,102.88
丝,102.88,103.04
觉得,103.04,103.42
一,103.42,104.36
切,104.36,104.64
都是,104.64,105.02
有,105.02,105.26
可能,105.26,105.58
发,105.58,105.88
生,105.88,106.12
的,106.12,106.36
她,108.38,108.62
觉得,108.62,108.9
继,108.9,109.1
续,109.1,109.26
留,109.26,109.44
在,109.44,109.6
门,109.6,109.8
边,109.8,109.98
也,109.98,110.18
没有,110.18,110.42
用,110.42,110.66
就,111.46,111.68
走,111.68,111.94
回,111.94,112.12
到,112.12,112.34
那,112.34,112.58
张,112.58,112.74
桌,112.74,112.98
子,112.98,113.14
边,113.14,113.4
她,114.48,114.64
想,114.64,114.82
在,114.82,114.98
这里,114.98,115.28
找,115.28,115.5
到,115.5,115.7
一些,115.7,116.0
对,116.0,116.24
自己,116.24,116.54
有,116.54,116.72
帮,116.72,116.98
助,116.98,117.16
的,117.16,117.32
东,117.32,117.52
西,117.52,117.8
一,118.5,118.72
把,118.72,118.86
钥,118.86,119.12
匙,119.12,119.38
或,119.38,119.96
是,119.96,120.12
教,120.12,120.3
人,120.3,120.48
变,120.48,120.68
小,120.68,120.88
的,120.88,121.04
书,121.04,121.28
她,122.64,122.86
在,122.86,123.02
桌,123.02,123.2
上,123.2,123.5
发,123.5,123.78
现,123.78,123.98
了,123.98,124.1
一个,124.1,124.28
小,124.28,124.5
瓶,124.5,124.78
子,124.78,125.0
爱,125.88,126.08
丽,126.08,126.24
丝,126.24,126.38
自,126.38,126.56
言,126.56,126.74
自,126.74,126.94
语,126.94,127.08
地,127.08,127.24
说,127.24,127.48
我,128.3,128.5
刚,128.5,128.72
才,128.72,128.92
没有,128.92,129.2
见,129.2,129.44
过,129.44,129.6
这个,129.6,129.84
瓶,129.84,130.18
子,130.18,130.4
她,131.64,131.84
拿,131.84,132.06
起,132.06,132.24
瓶,132.24,132.48
子,132.48,132.64
看,132.64,132.82
了,132.82,132.98
看,132.98,133.22
上面,133.98,134.36
写,134.36,134.76
着,134.76,134.92
两,134.92,135.08
个,135.08,135.22
大,135.22,135.48
字,135.48,135.76
喝,136.24,136.5
吧,136.5,136.78
爱,138.44,138.68
丽,138.68,138.86
丝,138.86,138.98
是,138.98,139.12
个,139.12,139.26
聪,139.26,139.44
明,139.44,139.58
的,139.58,139.72
小,139.72,139.9
女,139.9,140.1
孩,140.1,140.32
她,141.06,141.22
没有,141.22,141.46
急,141.46,141.74
着,141.74,141.9
喝,141.9,142.1
下去,142.1,142.54
她,143.26,143.5
嘀,143.5,143.72
咕,143.72,143.94
着,143.94,144.18
这,145.2,145.44
就,145.44,145.62
要,145.62,145.78
我,145.78,145.96
放心,145.96,146.3
喝,146.3,146.58
下去,146.58,147.0
不,147.7,147.98
 我,147.98,148.64
得,148.64,148.82
看看,148.82,149.22
这,149.22,149.54
是不是,149.54,149.94
毒,149.94,150.28
药,150.28,150.52
她,152.0,152.2
在,152.2,152.34
一些,152.34,152.56
小,152.56,152.8
故,152.8,153.0
事,153.0,153.14
里,153.14,153.32
学,153.32,153.56
到了,153.56,153.8
一些,153.8,154.04
教,154.04,154.36
训,154.36,154.58
那,155.24,155.46
些,155.46,155.62
遇,155.62,155.78
到,155.78,155.94
可,155.94,156.14
怕,156.14,156.34
事情,156.34,156.66
的人,156.66,157.02
都是,157.56,157.9
没有,157.9,158.2
遵,158.2,158.56
守,158.56,158.78
大,158.78,159.04
人,159.04,159.22
规,159.22,159.44
定,159.44,159.62
的人,159.62,159.88
例,160.76,160.96
如,160.96,161.26
太,161.26,161.84
长,161.84,162.08
时间,162.08,162.48
握,162.48,162.72
住,162.72,162.92
烧,162.92,163.18
红,163.18,163.38
的,163.38,163.54
拨,163.54,163.74
火,163.74,163.96
棍,163.96,164.24
手,164.7,164.94
就,164.94,165.1
会,165.1,165.26
被,165.26,165.42
烧,165.42,165.7
伤,165.7,165.96
手,166.64,166.88
会,166.88,167.06
被,167.06,167.24
刀,167.24,167.54
割,167.54,167.74
得,167.74,167.88
流,167.88,168.06
血,168.06,168.36
她,169.28,169.46
很,169.46,169.64
清楚,169.64,170.06
地,170.06,170.24
记,170.24,170.42
得,170.42,170.58
书,170.58,170.96
上,170.96,171.18
说,171.18,171.46
的,171.46,171.66
只,172.34,172.56
要,172.56,172.74
是,172.74,173.04
喝,173.04,173.36
了,173.36,173.54
标,173.54,173.7
有,173.7,173.88
毒,173.88,174.16
药,174.16,174.34
的,174.34,174.5
瓶,174.5,174.72
子,174.72,174.9
里,174.9,175.02
的,175.02,175.16
东,175.16,175.48
西,175.48,175.72
一定,175.72,176.3
会,176.3,176.5
觉得,176.5,176.76
难,176.76,177.04
受,177.04,177.28
的,177.28,177.54
可是,178.7,179.06
爱,179.06,179.4
丽,179.4,179.56
丝,179.56,179.72
仔,179.72,179.98
细,179.98,180.16
看,180.16,180.4
了,180.4,180.52
看,180.52,180.68
瓶,180.68,181.0
子,181.0,181.2
她,181.9,182.12
没,182.12,182.28
发,182.28,182.46
现,182.46,182.64
瓶,182.64,182.86
子,182.86,183.0
上,183.0,183.16
写,183.16,183.4
着,183.4,183.56
毒,183.56,183.74
药,183.74,183.9
两,183.9,184.06
个,184.06,184.22
字,184.22,184.42
因,185.4,185.64
此,185.64,185.94
她,185.94,186.42
鼓,186.42,186.68
起,186.68,186.82
勇,186.82,187.06
气,187.06,187.32
喝,187.64,187.84
了,187.84,188.02
一点,188.02,188.22
瓶,188.22,188.58
子,188.58,188.72
里,188.72,188.82
的,188.82,188.96
东,188.96,189.16
西,189.16,189.42
那,190.26,190.42
味,190.42,190.58
道,190.58,190.76
尝,190.76,190.94
起,190.94,191.16
来,191.16,191.3
很,191.3,191.46
不,191.46,191.68
错,191.68,191.88
就,192.6,192.82
好像,192.82,193.24
一些,193.24,193.56
美,193.56,193.88
食,193.88,194.06
的,194.06,194.22
味,194.22,194.38
道,194.38,194.62
混,194.62,195.04
在,195.04,195.24
了,195.24,195.4
一起,195.4,195.7
她,196.72,196.86
马,196.86,197.04
上,197.04,197.18
把,197.18,197.34
剩,197.34,197.6
余,197.6,197.78
的,197.78,197.92
液,197.92,198.12
体,198.12,198.42
也,198.42,198.88
全,198.88,199.2
喝,199.2,199.44
了,199.44,199.6
下去,199.6,200.0
爱,201.16,201.36
丽,201.36,201.54
丝,201.54,201.68
说,201.68,201.9
道,201.9,202.12
这,202.56,202.74
感,202.74,202.92
觉,202.92,203.1
太,203.1,203.38
奇,203.38,203.68
妙,203.68,203.94
了,203.94,204.07
我,204.07,204.66
现在,204.66,205.0
一定,205.0,205.46
是,205.46,205.72
变,205.72,205.92
小,205.92,206.22
了,206.22,206.48
她,207.88,208.08
说,208.08,208.26
的,208.26,208.38
没,208.38,208.62
错,208.62,208.84
现在,209.34,209.68
爱,209.68,209.9
丽,209.9,210.08
丝,210.08,210.26
变,210.26,210.46
得,210.46,210.58
只有,210.58,210.8
十,210.8,211.12
寸,211.12,211.34
高,211.34,211.62
一,212.38,212.54
