text,start,end
在,0.0,0.64
花,0.64,0.96
园,0.96,1.14
的,1.14,1.3
入,1.3,1.44
口,1.44,1.62
"处,",1.62,1.94
生,2.18,2.74
长,2.74,2.94
着,2.94,3.18
一,3.18,3.38
棵,3.38,3.62
巨,3.62,3.9
大的,3.9,4.2
玫,4.2,4.42
瑰,4.42,4.6
"树,",4.6,4.86
树,5.62,5.88
上,5.88,6.1
开,6.1,6.36
满,6.36,6.62
了,6.62,6.82
白,6.82,7.14
色,7.14,7.34
的,7.34,7.5
花。,7.5,7.68
在,8.78,9.04
树,9.04,9.26
底,9.26,9.5
下,9.5,9.8
围,9.8,10.12
着,10.12,10.26
三,10.26,10.5
个,10.5,10.7
花,10.7,11.0
"匠,",11.0,11.28
他们,11.98,12.46
在,12.46,12.7
把,12.7,12.86
花,12.86,13.2
染,13.2,13.52
成,13.52,13.8
红,13.8,14.16
色。,14.16,14.48
这,15.4,15.6
件,15.6,15.78
事,15.78,15.96
显,15.96,16.16
得,16.16,16.28
很,16.28,16.48
古,16.48,16.7
"怪,",16.7,16.94
爱,17.58,17.74
丽,17.74,17.9
丝,17.9,18.06
不,18.06,18.28
禁,18.28,18.48
走,18.48,18.74
过,18.74,18.94
去,18.94,19.2
想,19.2,19.72
看,19.72,19.96
个,19.96,20.14
究,20.14,20.34
竟。,20.34,20.54
在,21.52,21.76
她,21.76,21.92
走,21.92,22.1
过,22.1,22.24
去,22.24,22.4
的,22.4,22.52
途,22.52,22.7
"中,",22.7,22.96
一个,23.4,23.62
人,23.62,23.8
说,23.8,24.0
"道,",24.0,24.24
老,25.0,25.22
"五,",25.22,25.4
小心,25.56,25.82
"点,",25.82,26.2
不要,26.74,27.1
把,27.1,27.42
颜,27.42,27.82
料,27.82,28.02
撒,28.02,28.22
到,28.22,28.36
我,28.36,28.52
身,28.52,28.7
上,28.7,28.9
了。,28.9,29.1
老,30.1,30.38
五,30.38,30.56
生,30.56,30.82
气,30.82,30.96
地,30.96,31.1
回,31.1,31.26
答,31.26,31.46
"道,",31.46,31.7
都,32.16,32.4
怪,32.4,32.58
老,32.58,32.82
"七,",32.82,33.06
是,33.74,33.98
他,33.98,34.2
碰,34.2,34.42
了,34.42,34.58
一下,34.58,34.8
我的,34.8,35.08
胳,35.08,35.3
膊。,35.3,35.46
老,36.32,36.7
七,36.7,37.04
听,37.04,37.34
到,37.34,37.56
后,37.56,37.76
回,37.76,37.96
答,37.96,38.16
"道,",38.16,38.4
行了,38.8,39.18
老,39.18,39.5
"五,",39.5,39.7
你,39.88,40.02
别,40.02,40.16
老,40.16,40.34
抱,40.34,40.56
怨,40.56,40.72
别,40.72,40.96
人。,40.96,41.18
老,41.98,42.26
五,42.26,42.42
说,42.42,42.64
"道,",42.64,42.86
你,43.24,43.42
最,43.42,43.56
好,43.56,43.7
安,43.7,43.9
静,43.9,44.08
"点,",44.08,44.34
昨,44.96,45.22
天,45.22,45.42
我,45.42,45.56
还,45.56,45.72
听,45.72,45.92
王,45.92,46.22
