text,start,end
Presso,0.0,1.14
l'entrata,1.14,1.68
del,1.68,1.88
giardino,1.88,2.48
c'era,2.48,2.84
un,2.84,2.96
grande,2.96,3.26
"rosaio,",3.26,3.88
vi,4.1,4.46
crescevano,4.46,5.04
rose,5.04,5.32
"bianche,",5.32,5.86
ma,6.04,6.38
c'erano,6.38,6.68
tre,6.68,6.92
giardinieri,6.92,7.56
tutti,7.56,7.82
indaffarati,7.82,8.44
a,8.44,8.56
dipingerle,8.56,9.04
di,9.04,9.2
rosso.,9.2,9.68
Ad,10.22,10.42
Alice,10.42,10.78
ciò,10.78,11.08
parve,11.08,11.4
molto,11.4,11.68
"curioso,",11.68,12.32
si,12.66,12.8
avvicinò,12.8,13.32
per,13.32,13.48
osservarli,13.48,14.08
meglio,14.08,14.48
e,14.48,14.7
udì,14.7,15.02
uno,15.02,15.32
di,15.32,15.46
loro,15.46,15.7
che,15.7,15.86
diceva,15.86,16.4
—,16.88,17.02
Sta',17.02,17.28
"attento,",17.28,17.66
"Cinque,",17.76,18.22
smetti,18.6,18.96
di,18.96,19.12
schizzarmi,19.12,19.72
addosso,19.72,20.1
la,20.1,20.26
vernice.,20.26,20.82
—,21.4,21.52
Non,21.52,21.66
ho,21.66,21.8
potuto,21.8,22.12
"evitarlo,",22.12,22.84
disse,23.08,23.36
Cinque,23.36,23.82
infastidito.,23.82,24.66
Sette,25.02,25.54
mi,25.54,25.72
ha,25.72,25.8
urtato,25.8,26.22
il,26.22,26.36
gomito.,26.36,26.8
Alché,27.5,27.9
Sette,27.9,28.32
sollevò,28.32,28.78
lo,28.78,28.9
sguardo,28.9,29.32
e,29.32,29.44
disse,29.44,29.78
—,29.78,30.26
E',30.26,30.54
bravo,30.54,30.76
il,30.76,30.88
nostro,30.88,31.2
"Cinque,",31.2,31.74
dai,32.08,32.3
sempre,32.3,32.6
la,32.6,32.78
colpa,32.78,33.08
agli,33.08,33.28
altri.,33.28,33.62
—,34.24,34.54
Tu,34.54,34.72
faresti,34.72,35.12
meglio,35.12,35.42
a,35.42,35.52
non,35.52,35.62
"parlare,",35.62,36.16
disse,36.38,36.64
"Cinque,",36.64,37.22
solo,37.62,37.9
ieri,37.9,38.32
ho,38.32,38.48
sentito,38.48,38.98
la,38.98,39.14
regina,39.14,39.58
dire,39.58,39.9
che,39.9,40.08
meritereste,40.08,40.66
di,40.66,40.84
essere,40.84,41.08
decapitato.,41.08,41.88
—,42.5,42.6
E,42.6,42.74
perché?,42.74,43.12
disse,43.66,44.06
quello,44.06,44.48
che,44.48,44.66
aveva,44.66,44.88
parlato,44.88,45.32
per,45.32,45.54
primo.,45.54,45.9
—,46.5,46.56
Non,46.56,46.74
è,46.74,46.86
affar,46.86,47.18
"tuo,",47.18,47.48
"Due,",47.68,47.92
disse,48.16,48.56
Sette.,48.56,49.04
—,49.54,49.8
Sì,49.8,50.02
che,50.02,50.16
è,50.16,50.24
affar,50.24,50.48
"suo,",50.48,50.8
disse,50.98,51.18
"Cinque,",51.18,51.76
e,52.24,52.4
glielo,52.4,52.6
dirò,52.6,52.86
io,52.86,53.04
"perché,",53.04,53.4
perché,53.84,54.1
hai,54.1,54.24
portato,54.24,54.68
alla,54.68,54.86
cuoca,54.86,55.32
dei,55.32,55.54
bulbi,55.54,55.86
di,55.86,55.98
tulipano,55.98,56.6
invece,56.6,57.0
che,57.0,57.18
cipolle.,57.18,57.78
Sette,59.08,59.6
buttò,59.6,59.98
a,59.98,60.1
terra,60.1,60.32
il,60.32,60.46
pennello,60.46,61.12
e,61.12,61.78
aveva,61.78,62.02
appena,62.02,62.36
incominciato,62.36,63.0
a,63.0,63.12
dire,63.12,63.4
—,63.4,63.86
"Beh,",63.86,64.12
di,64.46,64.68
tutte,64.68,64.9
le,64.9,65.04
cose,65.04,65.32
ingiuste,65.32,65.78
che...,65.78,66.18
Quando,66.72,67.04
il,67.04,67.22
suo,67.22,67.32
sguardo,67.32,67.8
cadde,67.8,68.2
per,68.2,68.4
caso,68.4,68.7
su,68.7,68.88
"Alice,",68.88,69.26
che,69.38,69.48
li,69.48,69.6
stava,69.6,69.86
"osservando,",69.86,70.64
e,70.92,71.06
subito,71.06,71.4
si,71.4,71.56
"controllò,",71.56,72.24
anche,72.76,73.06
gli,73.06,73.28
altri,73.28,73.52
si,73.52,73.68
guardarono,73.68,74.18
intorno,74.18,74.66
e,74.66,74.82
tutti,74.82,75.04
quanti,75.04,75.44
