text,start,end
Tourette's,0.98,1.52
"syndrome,",1.52,1.96
a,2.46,2.66
neurological,2.66,3.08
disorder,3.08,3.72
characterized,3.72,4.38
by,4.38,4.78
repetitive,4.78,5.34
involuntary,5.34,6.28
"movements,",6.28,6.8
was,7.12,7.32
named,7.32,7.6
for,7.6,7.8
Dr.,7.8,8.0
Georges-Gilles,8.08,9.18
de,9.18,9.34
la,9.34,9.5
"Tourette,",9.5,10.04
the,10.3,10.48
pioneering,10.48,11.06
French,11.06,11.44
"neurologist,",11.44,12.16
who,12.42,12.62
first,12.62,12.84
described,12.84,13.26
the,13.26,13.44
condition,13.44,13.82
in,13.82,14.38
an,14.38,14.5
86-year-old,14.5,15.28
French,15.28,15.58
noblewoman.,15.58,16.16
It,17.08,17.18
is,17.18,17.3
almost,17.3,17.5
always,17.5,17.92
in,17.92,18.18
childhood,18.18,18.58
that,18.58,18.88
the,18.88,19.02
early,19.02,19.22
symptoms,19.22,19.66
of,19.66,19.9
Tourette's,19.9,20.42
are,20.42,20.54
first,20.54,20.82
"noticed,",20.82,21.14
with,21.26,21.64
the,21.64,21.76
average,21.76,22.08
onset,22.08,22.52
between,22.52,22.98
the,22.98,23.16
ages,23.16,23.38
of,23.38,23.58
7,23.58,23.92
and,23.92,24.24
10,24.24,24.48
years.,24.48,24.82
It,26.08,26.28
is,26.28,26.4
estimated,26.4,26.84
that,26.84,27.1
"200,000",27.1,27.88
Americans,27.88,28.44
have,28.44,28.96
the,28.96,29.1
most,29.1,29.28
severe,29.28,29.56
form,29.56,29.9
of,29.9,30.06
"Tourette's,",30.06,30.56
and,30.9,31.1
as,31.1,31.22
many,31.22,31.42
as,31.42,31.66
1,31.66,31.9
in,31.9,32.04
100,32.04,32.3
people,32.3,32.72
exhibit,32.72,33.12
milder,33.12,33.8
and,33.8,33.96
less,33.96,34.12
complex,34.12,34.6
symptoms,34.6,35.16
that,35.66,35.86
include,35.86,36.16
chronic,36.16,36.6
motor,36.6,37.02
and,37.02,37.2
vocal,37.2,37.44
"tics,",37.44,37.86
or,38.2,38.42
transient,38.42,38.8
"tics,",38.8,39.24
of,39.5,39.64
childhood.,39.64,40.04
For,41.4,41.58
the,41.58,41.7
majority,41.7,42.08
of,42.08,42.32
people,42.32,42.6
diagnosed,42.6,43.1
with,43.1,43.36
the,43.36,43.48
"disorder,",43.48,43.86
Tourette's,44.3,44.72
is,44.72,44.82
not,44.82,44.94
a,44.94,45.06
chronic,45.06,45.36
condition,45.36,45.78
with,45.78,46.04
symptoms,46.04,46.44
lasting,46.44,46.86
a,46.86,47.06
lifetime.,47.06,47.46
"Rather,",48.26,48.6
it,48.74,48.82
is,48.82,48.94
a,48.94,49.04
condition,49.04,49.34
whose,49.34,49.54
severity,49.54,50.02
peaks,50.02,50.52
in,50.52,50.74
the,50.74,50.86
early,50.86,51.06
"teens,",51.06,51.58
with,52.0,52.22
improvement,52.22,52.72
occurring,52.72,53.1
in,53.1,53.28
the,53.28,53.38
late,53.38,53.56
teens,53.56,53.98
and,53.98,54.4
continuing,54.4,54.86
into,54.86,55.18
adulthood.,55.18,55.56
"However,",56.46,56.9
approximately,57.52,58.02
10%,58.02,58.36
of,58.64,58.84
those,58.84,59.0
affected,59.0,59.42
have,59.42,60.12
a,60.12,60.26
progressive,60.26,60.8
or,60.8,61.26
disabling,61.26,61.84
course,61.84,62.34
that,62.34,62.7
lasts,62.7,63.12
into,63.12,63.42
adulthood.,63.42,63.82
It,65.04,65.2
is,65.2,65.34
not,65.34,65.52
uncommon,65.52,65.98
for,65.98,66.26
symptoms,66.26,66.6
to,66.6,66.82
be,66.82,66.96
present,66.96,67.36
for,67.36,67.88
an,67.88,68.02
extended,68.02,68.38
period,68.38,68.7
of,68.7,68.88
time,68.88,69.24
before,69.74,70.06
a,70.06,70.26
formal,70.26,70.54
diagnosis,70.54,71.16
of,71.16,71.4
Tourette's,71.4,71.9
is,71.9,72.0
obtained.,72.0,72.48
The,73.42,73.64
reasons,73.64,73.98
for,73.98,74.22
this,74.22,74.5
are,74.5,74.7
many,74.7,75.04
and,75.04,75.34
may,75.34,75.5
include,75.5,75.78
the,75.78,75.92
fact,75.92,76.16
that,76.16,76.36
for,76.36,76.5
families,76.5,76.88
and,76.88,77.12
physicians,77.12,77.5
unfamiliar,77.5,78.02
with,78.02,78.36
"Tourette's,",78.36,78.86
mild,79.42,79.82
and,79.82,80.02
even,80.02,80.2
moderate,80.2,80.66
tic,80.66,81.0
symptoms,81.0,81.46
may,81.46,82.08
be,82.08,82.28
considered,82.28,82.68
"inconsequential,",82.68,83.54
part,83.94,84.22
of,84.22,84.34
a,84.34,84.44
developmental,84.44,84.86
"phase,",84.86,85.5
or,85.92,86.18
the,86.18,86.34
result,86.34,86.64
of,86.64,86.86
another,86.86,87.08
condition.,87.08,87.52
For,88.88,89.1
"example,",89.1,89.5
parents,89.96,90.26
may,90.26,90.46
think,90.46,90.64
that,90.64,90.8
eye,90.8,90.98
blinking,90.98,91.28
is,91.28,91.5
related,91.5,91.78
to,91.78,91.98
vision,91.98,92.2
"problems,",92.2,92.68
or,92.7,93.66
that,93.66,93.82
sniffing,93.82,94.34
is,94.34,94.66
related,94.66,94.98
to,94.98,95.2
seasonal,95.2,95.66
allergies.,95.66,96.24
There,97.68,97.9
are,97.9,97.96
many,97.96,98.14
patients,98.14,98.58
who,98.58,98.78
are,98.78,98.92
self-diagnosed,98.92,99.92
after,99.92,100.52
"they,",100.52,100.82
their,100.98,101.08
"parents,",101.08,101.6
other,101.98,102.24
"relatives,",102.24,102.68
or,102.88,103.0
friends,103.0,103.36
read,103.92,104.2
or,104.2,104.36
hear,104.36,104.6
about,104.6,104.86
Tourette's,104.86,105.4
from,105.4,105.6
others.,105.6,105.98
Tics,107.46,107.76
are,107.76,107.92
classified,107.92,108.48
as,108.48,108.92
either,108.92,109.12
simple,109.12,109.56
or,109.56,109.84
complex.,109.84,110.4
Simple,111.42,111.74
motor,111.74,112.06
tics,112.06,112.36
are,112.36,112.52
"sudden,",112.52,112.96
"brief,",113.16,113.4
repetitive,113.54,113.9
movements,113.9,114.46
that,114.46,115.06
involve,115.06,115.34
a,115.34,115.54
limited,115.54,115.8
number,115.8,116.18
of,116.18,116.38
muscle,116.38,116.62
groups.,116.62,117.0
Some,118.1,118.36
of,118.36,118.48
the,118.48,118.56
more,118.56,118.7
common,118.7,119.12
simple,119.12,119.42
tics,119.42,119.94
include,119.94,120.78
eye,120.78,121.32
"blinking,",121.32,121.64
facial,121.88,122.24
"grimacing,",122.24,122.78
shoulder,123.42,123.82
"shrugging,",123.82,124.38
and,124.94,125.04
head,125.04,125.34
or,125.34,125.5
shoulder,125.5,125.84
jerking.,125.84,126.34
Simple,127.76,128.12
"vocalizations,",128.12,128.94
which,129.34,129.56
motor,129.56,129.86
tics,129.86,130.26
typically,130.26,130.76
"precede,",130.76,131.48
might,132.0,132.24
include,132.24,132.56
repetitive,132.56,133.1
throat,133.1,133.46
"clearing,",133.46,133.84
"sniffing,",134.14,134.66
or,134.84,134.96
grunting,134.96,135.34
sounds.,135.34,135.84
Complex,137.16,137.66
tics,137.66,138.08
are,138.08,138.26
"distinct,",138.26,138.7
coordinated,138.88,139.36
patterns,139.36,139.88
of,139.88,140.04
movement,140.04,140.4
that,140.4,141.04
involve,141.04,141.3
several,141.3,141.66
muscle,141.66,141.96
groups.,141.96,142.42
Complex,143.18,143.74
motor,143.74,144.04
tics,144.04,144.34
might,144.34,144.54
include,144.54,144.82
facial,144.82,145.18
grimacing,145.18,145.68
combined,145.68,146.12
with,146.12,146.3
a,146.3,146.4
head,146.4,146.58
twist,146.58,147.02
and,147.02,147.62
a,147.62,147.74
shoulder,147.74,147.98
shrug.,147.98,148.4
Other,148.82,149.38
complex,149.38,149.84
motor,149.84,150.12
tics,150.12,150.44
