text,start,end
At,0.46,1.32
ten,1.32,1.56
years,1.56,1.8
old,1.8,2.08
I,2.08,2.24
could,2.24,2.42
not,2.42,2.6
figure,2.6,2.9
out,2.9,3.16
what,3.16,3.36
it,3.36,3.5
was,3.5,3.78
that,3.78,3.94
this,3.94,4.14
Elvis,4.14,4.46
Presley,4.46,4.92
guy,4.92,5.22
had,5.22,5.56
that,5.56,5.64
the,5.64,5.82
rest,5.82,6.04
of,6.04,6.2
us,6.2,6.34
boys,6.34,6.66
did,6.66,6.9
not,6.9,7.14
have.,7.14,7.5
He,8.18,8.36
seemed,8.36,8.62
to,8.62,8.76
me,8.76,8.86
no,8.86,9.04
different,9.04,9.36
from,9.36,9.6
the,9.6,9.74
rest,9.74,9.96
of,9.96,10.12
us.,10.12,10.36
He,10.96,11.16
was,11.16,11.32
simply,11.32,11.58
a,11.58,11.76
man,11.76,12.0
who,12.0,12.14
had,12.14,12.32
a,12.32,12.46
"head,",12.46,12.74
two,12.92,13.1
"arms,",13.1,13.48
and,13.58,13.72
two,13.72,13.9
legs.,13.9,14.32
It,15.24,15.42
must,15.42,15.62
have,15.62,15.74
been,15.74,15.86
something,15.86,16.16
pretty,16.16,16.46
superlative,16.46,17.06
that,17.06,17.26
he,17.26,17.38
had,17.38,17.58
hidden,17.58,17.84
"away,",17.84,18.26
because,18.7,18.9
he,18.9,19.08
had,19.08,19.24
every,19.24,19.56
young,19.58,19.82
girl,19.82,20.06
at,20.06,20.2
the,20.2,20.3
orphanage,20.3,20.76
wrapped,20.76,21.02
around,21.02,21.28
his,21.28,21.46
little,21.46,21.66
finger.,21.66,22.02
At,22.78,22.94
about,22.94,23.14
nine,23.14,23.38
o'clock,23.38,23.76
on,23.76,23.94
Saturday,23.94,24.28
morning,24.28,24.68
I,24.68,24.94
figured,24.94,25.16
a,25.16,25.32
good,25.32,25.48
solution,25.48,25.9
was,25.9,26.16
to,26.16,26.32
ask,26.32,26.58
Eugene,26.58,26.97
"Carethers,",26.97,27.62
who,28.06,28.18
was,28.18,28.3
one,28.3,28.44
of,28.44,28.56
the,28.56,28.68
older,28.68,28.94
