text,start,end
Tulip,0.28,0.8
mania,0.8,1.24
was,1.24,1.48
a,1.48,1.66
period,1.66,1.94
in,1.94,2.14
the,2.14,2.24
Dutch,2.24,2.5
Golden,2.5,2.9
Age,2.9,3.34
during,3.34,3.7
which,3.7,3.98
contract,3.98,4.62
prices,4.62,5.04
for,5.1,5.34
bulbs,5.34,5.72
of,5.72,5.88
the,5.88,6.0
recently,6.0,6.4
introduced,6.4,6.96
tulip,6.96,7.54
reached,7.54,8.22
extraordinarily,8.22,8.86
high,8.86,9.24
levels,9.24,9.68
and,9.68,9.9
then,9.9,10.08
suddenly,10.08,10.42
collapsed.,10.42,11.1
At,11.64,11.98
the,11.98,12.12
peak,12.12,12.36
of,12.36,12.52
tulip,12.52,12.88
mania,12.88,13.32
in,13.32,13.94
February,13.94,14.34
1637,14.34,15.4
tulip,15.66,16.0
contracts,16.0,16.5
sold,16.5,16.8
for,16.8,17.0
more,17.0,17.2
than,17.2,17.36
ten,17.36,17.62
times,17.62,17.94
the,17.94,18.16
annual,18.16,18.42
income,18.42,18.82
of,18.82,19.02
a,19.02,19.16
skilled,19.16,19.42
craftsman.,19.5,20.14
It,20.82,20.98
is,20.98,21.12
generally,21.12,21.5
considered,21.5,22.0
the,22.0,22.22
first,22.22,22.46
recorded,22.46,22.96
economic,22.96,23.54
bubble.,23.54,23.96
The,24.56,24.83
tulip,24.83,25.34
introduced,25.34,25.8
to,25.8,26.06
Europe,26.06,26.32
in,26.32,26.52
the,26.52,26.64
mid,26.64,26.8
16th,26.8,27.3
century,27.3,27.58
from,27.58,27.84
the,27.84,28.02
Ottoman,28.02,28.34
Empire,28.34,28.72
became,29.3,29.62
very,29.62,29.88
popular,29.88,30.36
in,30.36,30.66
the,30.66,30.78
United,30.78,31.04
Provinces,31.04,31.78
which,31.78,32.32
we,32.32,32.48
now,32.48,32.72
know,32.72,33.0
as,33.0,33.26
the,33.26,33.35
Netherlands.,33.35,33.9
Tulip,34.82,35.16
cultivation,35.16,35.68
in,35.68,36.02
the,36.02,36.12
United,36.12,36.4
Provinces,36.4,37.0
is,37.0,37.22
generally,37.22,37.58
thought,37.58,37.94
to,37.94,38.09
have,38.09,38.3
started,38.3,38.62
in,38.62,38.82
earnest,38.82,39.22
around,39.22,39.9
1593,39.9,40.92
after,40.92,41.52
the,41.52,41.72
Flemish,41.72,42.16
botanist,42.16,42.72
Charles,42.72,43.18
de,43.18,43.43
Leclus,43.43,44.12
had,44.12,44.8
taken,44.8,45.08
up,45.08,45.28
a,45.28,45.42
post,45.42,45.68
at,45.68,45.82
the,45.82,45.92
University,45.92,46.38
of,46.38,46.58
Leiden,46.58,46.94
and,46.94,47.22
established,47.22,47.66
a,47.66,47.81
botanical,47.81,48.36
garden,48.36,48.78
which,48.78,49.32
is,49.32,49.48
famous,49.48,49.82
as,49.82,50.04
one,50.04,50.22
of,50.22,50.36
the,50.36,50.46
oldest,50.46,50.72
in,50.72,50.92
the,50.92,51.06
world.,51.06,51.42
There,51.98,52.36
he,52.36,52.54
planted,52.54,52.88
his,52.88,53.1
collection,53.1,53.44
of,53.44,53.64
tulip,53.64,53.98
bulbs,53.98,54.34
that,54.34,54.84
the,54.84,54.98
Emperor's,54.98,55.46
ambassador,55.46,55.88
sent,55.88,56.2
to,56.2,56.34
him,56.34,56.48
from,56.48,56.66
Turkey,56.66,57.08
which,57.08,57.6
were,57.6,57.76
able,57.76,58.0
to,58.0,58.2
tolerate,58.2,58.6
the,58.6,58.8
harsher,58.8,59.14
conditions,59.14,59.58
of,59.58,59.78
the,59.78,59.82
northern,59.82,60.2
climate.,60.2,60.68
It,61.1,61.24
was,61.24,61.38
shortly,61.38,61.66
thereafter,61.66,62.18
that,62.18,62.38
the,62.38,62.52
tulips,62.52,62.86
began,62.86,63.12
to,63.12,63.3
grow,63.3,63.54
in,63.56,63.74
popularity.,63.74,64.38
The,65.08,65.28
flower,65.28,65.58
rapidly,65.58,66.02
became,66.02,66.4
a,66.4,66.56
coveted,66.56,66.92
luxury,66.92,67.26
item,67.26,67.66
and,67.66,67.96
a,67.96,68.08
status,68.08,68.36
symbol,68.42,68.76
and,68.76,69.32
a,69.32,69.44
profusion,69.44,69.9
of,69.9,70.08
varieties,70.08,70.56
followed.,70.56,71.08
They,71.64,71.76
were,71.76,71.9
classified,71.9,72.38
in,72.38,72.64
groups.,72.64,73.0
One,73.12,73.44
colored,73.44,73.76
tulips,73.76,74.22
of,74.22,74.4
"red,",74.4,74.66
yellow,74.76,74.96
or,74.96,75.16
white,75.16,75.48
were,75.48,76.04
known,76.04,76.28
as,76.28,76.48
Kuleren,76.48,77.04
but,77.04,77.44
it,77.44,77.56
was,77.56,77.59
the,77.59,77.84
multi-colored,77.84,78.42
"Rosen,",78.42,78.82
red,79.24,79.54
or,79.54,79.68
pink,79.68,80.0
on,80.0,80.2
white,80.2,80.44
"background,",80.44,80.98
"Violettin,",81.4,82.04
purple,82.3,82.64
or,82.64,82.84
lilac,82.96,83.28
on,83.28,83.44
white,83.44,83.68
background,83.68,84.22
and,84.22,84.84
to,84.84,85.0
a,85.0,85.12
lesser,85.12,85.34
extent,85.34,85.84
the,85.84,86.16
"Bizardin,",86.16,86.76
"red,",87.0,87.3
brown,87.42,87.72
or,87.72,87.92
purple,87.92,88.34
or,88.34,88.6
yellow,88.6,88.96
background,88.96,89.58
that,89.58,90.0
were,90.0,90.12
the,90.12,90.26
most,90.26,90.48
popular.,90.48,90.96
These,91.64,91.86
spectacular,91.86,92.44
and,92.44,92.68
highly,92.68,92.98
sought-after,92.98,93.5
tulip,93.5,93.92
bulbs,93.92,94.24
would,94.24,94.46
grow,94.46,94.64
flowers,94.64,95.04
with,95.04,95.26
vivid,95.26,95.58
"colors,",95.58,96.0
lines,96.2,96.46
and,96.46,96.63
flames,96.63,97.08
on,97.08,97.24
the,97.24,97.36
petals.,97.36,97.68
As,98.18,98.26
a,98.26,98.38
result,98.38,98.7
it,98.7,99.12
is,99.12,99.24
now,99.24,99.44
understood,99.44,99.86
of,99.86,100.08
being,100.08,100.26
infected,100.26,100.68
with,100.68,100.86
tulip,100.86,101.28
specific,101.28,101.66
virus,101.66,102.24
known,102.24,102.76
as,102.76,103.0
the,103.0,103.16
tulip,103.16,103.52
breaking,103.52,103.82
virus.,103.82,104.38
The,105.26,105.4
Dutch,105.4,105.66
Golden,105.66,106.02
Age,106.02,106.28
growers,106.34,106.74
named,106.74,107.08
their,107.08,107.22
new,107.22,107.42
varieties,107.42,107.9
with,107.9,108.12
exalted,108.12,108.58
titles.,108.58,109.12
Many,109.72,110.0
early,110.0,110.32
forms,110.32,110.68
were,110.68,110.86
prefixed,110.9,111.38
with,111.38,111.6
Admiral,111.6,112.08
often,112.08,112.62
combined,112.62,113.06
with,113.06,113.24
the,113.24,113.38
growers,113.38,113.68
names.,113.68,114.16
General,114.82,115.24
was,115.24,115.44
another,115.44,115.7
prefix,115.7,116.14
that,116.14,116.42
found,116.42,116.66
its,116.66,116.88
way,116.88,117.08
into,117.08,117.26
the,117.26,117.42
names,117.42,117.68
of,117.68,117.88
around,117.88,118.12
30,118.12,118.46
varieties.,118.46,119.04
Later,119.6,119.9
came,119.96,120.24
varieties,120.24,120.64
with,120.64,120.88
even,120.88,121.08
more,121.08,121.3
superb,121.3,121.76
names,121.76,122.12
such,122.12,122.4
as,122.4,122.56
even,122.56,122.8
Admiral,122.8,123.3
of,123.3,123.54
Admirals,123.54,124.07
and,124.07,124.32
General,124.32,124.66
of,124.66,124.86
Generals.,124.86,125.38
Most,125.84,126.12
of,126.12,126.28
these,126.28,126.4
varieties,126.4,126.84
have,126.84,127.06
now,127.06,127.24
died,127.24,127.52
out,127.52,127.8
though,127.8,127.94
similar,127.94,128.34
broken,128.34,128.74
tulips,128.74,129.26
continue,129.26,129.68
in,129.68,129.9
the,129.9,130.0
trade.,130.0,130.34
Tulips,131.02,131.4
grow,131.4,131.64
from,131.64,131.88
bulbs,131.88,132.28
and,132.28,132.56
can,132.56,132.72
be,132.72,132.85
propagated,132.85,133.5
through,133.5,133.72
both,133.72,133.96
seeds,133.96,134.32
and,134.32,134.56
buds.,134.56,134.96
Seeds,135.54,135.78
from,135.78,135.96
a,135.96,136.1
