text,start,end
Once,0.0,1.22
upon,1.22,1.46
a,1.46,1.62
"time,",1.62,1.98
the,2.28,2.54
birds,2.54,2.86
took,2.86,3.12
it,3.12,3.26
into,3.26,3.4
their,3.4,3.56
heads,3.56,3.94
that,3.94,4.4
they,4.4,4.52
would,4.52,4.66
like,4.66,4.8
a,4.8,4.92
"master,",4.92,5.3
and,5.56,6.04
that,6.04,6.16
one,6.16,6.34
of,6.34,6.48
their,6.48,6.6
number,6.6,6.9
must,6.9,7.3
be,7.3,7.44
chosen,7.44,7.78
king.,7.78,8.18
A,8.94,9.2
meeting,9.2,9.38
of,9.38,9.54
all,9.54,9.66
the,9.66,9.8
birds,9.8,10.0
was,10.0,10.2
"called,",10.2,10.6
and,10.78,10.88
though,10.88,11.0
they,11.0,11.14
understood,11.14,11.58
the,11.58,11.76
birds,11.76,12.0
who,12.0,12.16
were,12.16,12.22
from,12.22,12.42
the,12.42,12.54
most,12.54,12.72
distant,12.72,13.04
lands,13.04,13.4
would,13.4,13.56
be,13.56,13.7
unable,13.7,13.94
to,13.94,14.14
"come,",14.14,14.44
many,15.1,15.36
birds,15.36,15.82
came,15.82,16.48
from,16.48,16.64
faraway,16.64,17.22
meadows,17.22,17.62
and,17.68,17.82
woods.,17.82,18.14
The,19.04,19.26
"eagle,",19.26,19.6
who,20.0,20.16
already,20.16,20.4
thought,20.4,20.68
himself,20.68,21.1
the,21.1,21.32
de,21.32,21.46
facto,21.46,21.78
"king,",21.78,22.26
arrived,22.78,23.4
fashionably,23.4,24.08
late.,24.08,24.42
It,25.04,25.26
was,25.26,25.38
the,25.38,25.5
hawk,25.5,25.82
who,25.82,25.92
was,25.92,26.04
most,26.04,26.28
excited,26.28,26.66
about,26.66,26.88
the,26.88,27.04
"meeting,",27.04,27.28
because,27.92,28.18
he,28.18,28.28
was,28.28,28.42
the,28.42,28.56
dark,28.56,28.82
horse,28.82,29.18
for,29.4,29.52
king.,29.52,29.84
The,30.48,30.7
small,30.7,30.9
fry,30.9,31.16
"came,",31.16,31.42
"too,",31.7,31.76
and,32.34,32.56
the,32.56,32.68
"robin,",32.68,33.0
the,33.1,33.16
"bluebird,",33.16,33.54
the,33.64,33.76
"owl,",33.76,34.04
the,34.22,34.32
