text,start,end
It,0.68,0.96
was,0.96,1.14
cold,1.14,1.66
and,1.66,1.88
nearly,1.88,2.14
dark,2.14,2.58
on,2.58,3.08
the,3.08,3.2
last,3.2,3.48
evening,3.48,3.86
of,3.86,4.12
the,4.12,4.24
old,4.24,4.46
"year,",4.46,4.82
and,5.14,5.46
the,5.46,5.6
snow,5.6,5.86
was,5.86,6.12
"falling,",6.12,6.56
fast,6.9,7.44
and,7.44,7.66
furious.,7.66,8.16
A,9.04,9.24
little,9.24,9.44
"girl,",9.44,9.84
no,10.14,10.3
one,10.3,10.44
sheltered,10.44,11.0
from,11.0,11.16
the,11.16,11.32
jellied,11.32,11.7
"air,",11.7,12.06
roamed,12.62,12.92
through,12.92,13.08
the,13.08,13.22
streets,13.22,13.56
with,13.56,13.74
a,13.74,13.88
bare,13.88,14.09
head,14.09,14.46
and,14.46,14.66
naked,14.66,14.96
"feet,",14.96,15.34
looking,15.82,16.08
as,16.08,16.32
poor,16.32,16.72
as,16.72,16.96
a,16.96,17.1
church,17.1,17.38
mouse.,17.38,17.74
It's,18.74,18.98
true,18.98,19.16
she,19.16,19.36
had,19.36,19.56
on,19.56,19.68
a,19.68,19.8
pair,19.8,19.94
of,19.94,20.1
slippers,20.1,20.54
her,20.54,20.96
mother,20.96,21.22
had,21.22,21.4
once,21.4,21.64
given,21.64,21.9
her,21.9,22.18
when,22.18,22.68
she,22.68,22.84
left,22.84,23.08
"home,",23.08,23.44
but,23.64,24.1
they,24.1,24.22
were,24.22,24.34
as,24.34,24.46
much,24.46,24.68
use,24.68,24.9
to,24.9,25.04
her,25.04,25.28
as,25.28,25.74
a,25.74,25.88
chocolate,25.88,26.24
teapot.,26.24,26.8
The,27.96,28.04
"slippers,",28.04,28.42
owned,28.54,28.74
by,28.74,28.9
her,28.9,29.06
"mother,",29.06,29.38
were,29.82,30.0
so,30.0,30.3
large,30.3,30.86
that,30.86,31.3
the,31.3,31.44
emaciated,31.44,32.12
little,32.12,32.34
creature,32.34,32.8
had,32.8,33.37
lost,33.37,33.78
them,33.78,34.02
while,34.02,34.2
running,34.2,34.5
across,34.5,34.86
the,34.86,35.06
street,35.06,35.42
to,35.42,36.0
avoid,36.0,36.36
two,36.36,36.6
carriages,36.6,37.2
that,37.2,37.72
were,37.72,37.84
rolling,37.84,38.16
along,38.16,38.54
at,38.58,38.74
a,38.74,38.86
terrible,38.86,39.2
rate.,39.2,39.62
One,40.56,40.76
of,40.76,40.86
the,40.86,40.98
slippers,40.98,41.36
she,41.36,41.68
could,41.68,41.84
not,41.84,42.02
"find,",42.02,42.42
and,42.88,43.0
a,43.0,43.1
boy,43.1,43.34
seized,43.34,43.74
upon,43.74,44.04
the,44.04,44.22
"other,",44.22,44.5
saying,45.02,45.28
that,45.28,45.46
he,45.46,45.53
could,45.53,45.7
use,45.7,45.96
it,45.96,46.16
as,46.16,46.42
a,46.42,46.52
home,46.52,46.84
for,46.84,47.2
his,47.2,47.34
little,47.34,47.58
pet,47.58,47.82
mouse.,47.82,48.22
So,49.26,49.48
with,49.48,49.62
her,49.62,49.72
naked,49.72,50.0
"feet,",50.0,50.4
which,50.92,51.16
were,51.16,51.3
quite,51.3,51.6
red,51.6,52.0
and,52.0,52.16
blue,52.16,52.48
with,52.48,52.68
the,52.68,52.8
"cold,",52.8,53.22
the,53.8,53.96
little,53.96,54.16
girl,54.16,54.5
went,54.5,54.76
"on,",54.76,55.14
wondering,55.58,56.08
how,56.08,56.64
she,56.64,56.88
would,56.88,57.04
get,57.04,57.26
through,57.26,57.58
this,57.58,57.82
dreadful,57.82,58.24
night.,58.24,58.58
She,59.72,59.92
approached,59.92,60.26
an,60.26,60.44
old,60.44,60.58
hovel,60.58,60.96
she,60.96,61.24
had,61.24,61.38
used,61.38,61.64
as,61.64,61.82
a,61.82,61.92
shelter,61.92,62.26
a,62.26,62.46
few,62.46,62.6
times,62.6,62.88
"before,",62.88,63.34
and,64.22,64.42
found,64.42,64.64
the,64.64,64.78
entrance,64.8,65.14
was,65.14,65.38
locked.,65.38,65.76
Tough,66.36,66.7
luck,66.7,67.0
for,67.0,67.2
the,67.2,67.34
girl.,67.34,67.58
This,68.96,69.22
day,69.22,69.42
was,69.42,69.62
even,69.62,69.82
worse,69.82,70.08
than,70.08,70.24
the,70.24,70.38
others.,70.38,70.72
No,71.1,71.42
good,71.42,71.64
Samaritan,71.64,72.24
had,72.24,72.6
given,72.6,72.86
her,72.86,73.04
even,73.04,73.3
a,73.3,73.46
"penny,",73.46,73.74
and,74.1,74.38
she,74.38,74.48
had,74.48,74.6
no,74.6,74.78
luck,74.78,75.06
selling,75.06,75.38
any,75.38,75.62
matches,75.62,76.04
that,76.04,76.51
she,76.51,76.68
carried,76.68,77.06
in,77.06,77.28
the,77.28,77.42
old,77.42,77.7
apron,77.7,78.1
her,78.1,78.44
grandmother,78.44,78.82
had,78.82,79.06
given,79.06,79.26
her.,79.26,79.5
Poor,80.12,80.48
little,80.48,80.72
"child,",80.72,81.22
she,81.66,81.82
looked,81.82,82.1
the,82.1,82.36
picture,82.36,82.68
of,82.68,82.9
misery.,82.9,83.26
In,84.7,84.74
her,84.74,84.82
"long,",84.82,85.16
fair,85.28,85.46
"hair,",85.46,85.9
