text,start,end
This,0.0,0.84
is,0.84,1.02
a,1.02,1.18
story,1.18,1.56
of,1.56,1.94
how,1.94,2.08
Mr.,2.08,2.32
Sticky,2.46,2.76
got,2.76,3.24
in,3.24,3.4
Abby's,3.4,3.8
fish,3.8,4.0
tank.,4.0,4.3
He's,5.24,5.48
very,5.48,5.64
"small,",5.64,6.18
Abby's,6.34,6.62
mom,6.62,6.88
"said,",6.88,7.24
as,7.62,7.86
she,7.86,8.0
peered,8.0,8.32
at,8.32,8.48
the,8.48,8.58
tiny,8.58,8.98
water,8.98,9.34
snail.,9.34,9.72
Abby,10.54,10.86
said,10.86,11.06
that,11.06,11.18
he,11.18,11.26
would,11.26,11.4
grow,11.4,11.78
and,11.78,12.2
then,12.2,12.36
pulled,12.36,12.66
her,12.66,12.82
pajama,12.82,13.22
bottoms,13.22,13.56
up,13.56,13.82
again,13.82,14.2
before,14.2,14.8
she,14.8,15.02
got,15.02,15.18
into,15.18,15.34
"bed,",15.34,15.66
for,16.12,16.28
they,16.28,16.38
were,16.38,16.52
always,16.52,16.88
falling,16.88,17.2
down.,17.2,17.56
Usually,18.8,19.22
Abby's,19.22,19.62
mom,19.62,19.9
got,19.9,20.18
up,20.18,20.32
at,20.32,20.42
the,20.42,20.54
crack,20.54,20.74
of,20.74,20.92
"dawn,",20.92,21.18
but,21.52,21.7
it,21.7,21.74
was,21.74,21.88
Abby,21.88,22.24
who,22.24,22.44
jumped,22.44,22.68
out,22.68,22.84
of,22.84,22.94
bed,22.94,23.1
first,23.1,23.4
the,23.4,23.54
next,23.54,23.72
morning,23.72,24.04
and,24.56,24.76
switched,24.76,25.04
on,25.04,25.2
the,25.2,25.32
light,25.32,25.52
in,25.52,25.66
her,25.66,25.8
fish,25.8,26.0
"tank,",26.0,26.3
which,26.54,27.02
contained,27.02,27.44
three,27.44,27.7
fish.,27.7,28.06
At,29.02,29.2
first,29.2,29.48
she,29.48,29.64
could,29.64,29.8
see,29.8,30.0
neither,30.0,30.24
hide,30.24,30.7
nor,30.7,30.94
hair,30.94,31.22
of,31.22,31.4
the,31.4,31.52
"snail,",31.52,31.84
but,32.04,32.62
then,32.62,32.76
she,32.76,32.9
spotted,32.9,33.24
him.,33.24,33.46
It,34.4,34.58
had,34.58,34.7
taken,34.7,34.94
Abby,34.94,35.2
a,35.2,35.36
while,35.36,35.58
to,35.58,35.76
find,35.76,35.96
"Sticky,",35.96,36.38
because,36.96,37.24
he,37.24,37.34
was,37.34,37.48
clinging,37.48,37.82
to,37.82,37.98
the,37.98,38.12
glass,38.12,38.5
near,38.5,38.68
the,38.68,38.84
"bottom,",38.84,39.16
right,39.44,39.64
next,39.64,39.88
to,39.88,40.02
the,40.02,40.14
gravel.,40.14,40.46
At,41.48,41.7
school,41.7,41.9
that,41.9,42.14
"day,",42.14,42.44
"Abby,",42.96,43.32
encouraged,43.66,44.06
by,44.06,44.24
her,44.24,44.4
"teacher,",44.4,44.74
wrote,45.48,45.74
excitedly,45.74,46.4
about,46.4,46.62
the,46.62,46.8
small,46.8,47.28
and,47.28,47.5
mysterious,47.5,48.04
Mr.,48.04,48.36
"Sticky,",48.52,48.8
who,49.24,49.38
you,49.38,49.52
could,49.52,49.68
mistake,49.68,50.14
for,50.14,50.36
a,50.36,50.5
piece,50.5,50.68
of,50.68,50.82
gravel.,50.82,51.16
He,52.16,52.36
seemed,52.36,52.58
an,52.58,52.74
ideal,52.74,53.1
pet,53.1,53.4
for,53.4,53.58
her.,53.58,53.78
Some,54.14,54.36
of,54.36,54.48
the,54.48,54.6
girls,54.6,54.9
in,54.9,55.14
her,55.14,55.28
class,55.28,55.58
"teased,",55.58,56.16
because,56.5,56.86
Abby,56.86,57.16
was,57.16,57.34
also,57.34,57.62
very,57.62,57.88
small.,57.88,58.32
That,59.3,59.54
"evening,",59.54,59.92
Abby,60.26,60.52
turned,60.52,60.8
on,60.8,60.98
the,60.98,61.1
light,61.1,61.3
and,61.3,61.48
found,61.48,61.66
Mr.,61.66,61.88
Sticky,62.0,62.3
clinging,62.92,63.24
to,63.24,63.46
the,63.46,63.6
pondweed,63.6,64.28
and,64.28,64.48
bobbing,64.48,64.9
about,64.9,65.26
in,65.26,65.64
the,65.64,65.76
air,65.76,65.9
bubbles.,65.9,66.26
That,66.9,67.14
looks,67.14,67.38
"fun,",67.38,67.72
Abby,67.9,68.14
exclaimed.,68.14,68.68
She,69.7,69.86
tried,69.86,70.08
to,70.08,70.22
imagine,70.22,70.58
what,70.58,70.8
it,70.8,70.9
must,70.9,71.04
be,71.04,71.18
like,71.18,71.46
to,71.46,71.66
have,71.66,71.78
to,71.78,71.92
hang,71.92,72.22
on,72.22,72.42
to,72.42,72.56
things,72.56,72.88
all,72.88,73.18
"day,",73.18,73.52
and,74.06,74.22
decided,74.22,74.54
the,74.54,74.72
answer,74.72,75.02
was,75.02,75.32
that,75.32,75.44
it,75.44,75.52
was,75.52,75.62
probably,75.62,75.94
very,75.94,76.26
tiring.,76.26,76.7
Abby,77.78,78.06
told,78.06,78.26
her,78.26,78.4
mom,78.4,78.68
that,78.68,78.88
she,78.88,79.02
thought,79.02,79.22
Sticky,79.22,79.54
had,79.54,79.72
grown,79.72,79.98
a,79.98,80.14
bit,80.14,80.26
the,80.26,80.44
next,80.44,80.64
"day,",80.64,80.94
at,81.28,81.48
breakfast.,81.48,81.92
Just,83.18,83.42
as,83.42,83.62
"well,",83.62,83.92
if,84.28,84.46
he's,84.46,84.6
going,84.6,84.74
to,84.74,84.9
be,84.9,85.04
gobbled,85.04,85.42
up,85.42,85.56
like,85.56,85.78
"that,",85.78,86.02
her,86.1,86.24
mom,86.24,86.48
"responded,",86.48,86.98
who,87.3,87.46
was,87.46,87.6
busy,87.6,87.86
preparing,87.86,88.28
breakfast.,88.28,88.78
Abby,89.82,90.18
whined,90.18,90.6
that,90.6,90.78
she,90.78,90.92
didn't,90.92,91.14
want,91.14,91.3
him,91.3,91.42
to,91.42,91.52
get,91.52,91.66
too,91.66,91.84
"big,",91.84,92.18
or,92.42,92.64
he,92.64,92.72
wouldn't,92.72,92.9
be,92.9,93.04
cute,93.04,93.28
anymore.,93.28,93.64
Small,94.84,95.22
"things,",95.22,95.6
not,95.68,95.82
big,95.82,96.06
"things,",96.06,96.3
are,96.36,96.48
"cute,",96.48,96.82
right?,97.02,97.24
she,97.4,97.64
"asked,",97.64,98.0
half,98.14,98.3
to,98.3,98.42
herself.,98.42,98.78
The,100.26,100.5
next,100.5,100.72
"day,",100.72,101.08
in,101.54,101.74
art,101.74,101.96
"class,",101.96,102.38
Abby,102.6,102.82
needed,102.82,103.08
two,103.08,103.26
pieces,103.26,103.56
of,103.56,103.76
"paper,",103.76,104.04
that,104.52,104.7
were,104.7,104.82
very,104.82,105.06
"expensive,",105.06,105.6
to,106.02,106.28
draw,106.28,106.46
an,106.46,106.6
elephant.,106.6,106.88
But,107.62,107.82
the,107.82,107.92
teacher,107.92,108.14
didn't,108.14,108.4
mind,108.4,108.62
Abby,108.62,108.88
using,108.88,109.16
the,109.16,109.32
expensive,109.32,109.68
"paper,",109.68,110.08
because,110.62,110.82
she,110.82,110.96
was,110.96,111.1
pleased,111.1,111.48
with,111.48,111.64
the,111.64,111.76
drawing,111.76,112.08
and,112.08,112.26
wanted,112.26,112.52
it,112.52,112.7
on,112.7,112.86
the,112.86,113.02
wall.,113.02,113.24
The,114.28,114.52
"teacher,",114.52,114.9
who,115.14,115.3
was,115.3,115.44
always,115.44,115.64
very,115.64,115.88
"encouraging,",115.88,116.3
remarked,117.14,117.66
that,117.66,117.74
the,117.74,117.86
drawing,117.86,118.2
Abby,118.2,118.52
had,118.52,118.68
made,118.68,119.04
was,119.04,119.44
very,119.44,119.64
"creative,",119.64,120.08
and,120.76,120.96
beamed,120.96,121.32
at,121.32,121.5
"Abby,",121.5,121.82
giving,122.02,122.22
her,122.22,122.4
the,122.4,122.56
seal,122.56,122.86
of,122.86,123.02
approval.,123.02,123.34
Back,124.74,125.06
at,125.06,125.26
"home,",125.26,125.62
"Mom,",125.88,126.28
convinced,126.66,127.16
by,127.16,127.38
Abby,127.38,127.6
to,127.6,127.76
clean,127.76,127.96
out,127.96,128.1
the,128.1,128.24
"tank,",128.24,128.4
was,128.66,128.9
cleaning,128.9,129.3
with,129.3,129.54
a,129.54,129.66
special,129.66,129.92
"vacuum,",129.92,130.42
or,130.66,130.84
hoover.,130.84,131.2
Where's,132.22,132.74
Mr.,132.74,132.96
Sticky?,133.06,133.4
Abby,133.7,133.98
"asked,",133.98,134.38
first,134.44,134.68
thing,134.68,134.9
when,134.9,135.04
she,135.04,135.16
came,135.16,135.36
home,135.36,135.52
from,135.52,135.68
school.,135.68,135.92
On,136.72,136.9
the,136.9,137.04
"side,",137.04,137.32
Mom,137.4,137.56
replied.,137.56,137.92
And,138.58,138.72
then,138.72,138.84
she,138.84,139.02
"added,",139.02,139.26
Don't,139.92,140.26
"worry,",140.26,140.46
I,140.56,140.62
went,140.62,140.78
extra,140.78,141.1
"slowly,",141.1,141.52
since,141.74,141.86
it's,141.86,142.02
better,142.02,142.16
to,142.16,142.3
be,142.3,142.42
safe,142.42,142.78
than,142.78,142.98
sorry.,142.98,143.28
Abby,144.64,144.96
looked,144.96,145.18
on,145.18,145.32
all,145.32,145.54
sides,145.54,145.82
of,145.82,145.96
the,145.96,146.06
"tank,",146.06,146.36
but,146.86,147.1
there,147.1,147.22
was,147.22,147.34
no,147.34,147.54
sign,147.54,147.82
of,147.82,147.96
the,147.96,148.06
water,148.06,148.28
snail,148.28,148.58
that,148.58,148.76
she,148.76,148.88
had,148.88,149.0
discovered,149.0,149.4
a,149.4,149.62
couple,149.62,149.76
of,149.76,149.92
days,149.92,150.08
ago.,150.08,150.34
She,151.58,151.76
was,151.76,151.92
very,151.92,152.14
sad.,152.14,152.48
Her,154.06,154.24
mom,154.24,154.5
said,154.5,154.7
to,154.7,154.84
wait,154.84,155.02
a,155.02,155.12
few,155.12,155.26
"hours,",155.26,155.64
until,155.98,156.2
the,156.2,156.38
water,156.38,156.58
"clears,",156.58,156.98
to,157.38,157.52
take,157.52,157.7
another,157.7,158.0
careful,158.0,158.46
look.,158.46,158.8
That,160.1,160.4
"evening,",160.4,160.76
Abby,161.2,161.42
went,161.42,161.6
up,161.6,161.74
to,161.74,161.84
her,161.84,161.96
bedroom,161.96,162.3
to,162.3,162.7
check,162.7,162.9
the,162.9,163.08
tank,163.08,163.34
again.,163.34,163.62
The,165.28,165.52
water,165.52,165.74
had,165.74,165.94
settled,165.94,166.32
and,166.32,166.76
looked,166.76,166.96
"clear,",166.96,167.38
but,167.82,168.26
Abby,168.26,168.48
could,168.48,168.68
not,168.68,168.9
see,168.9,169.12
Mr.,169.12,169.36
Sticky.,169.48,169.74
Abby,171.22,171.54
kneeled,171.54,171.86
down,171.86,172.08
to,172.08,172.22
have,172.22,172.34
another,172.34,172.56
look,172.56,172.76
in,172.76,172.88
the,172.88,172.98
"tank,",172.98,173.34
that,173.64,174.0
her,174.0,174.1
mom,174.1,174.3
had,174.3,174.46
cleared,174.46,174.72
so,174.72,174.96
"thoroughly,",174.96,175.36
but,176.02,176.26
Mr.,176.26,176.46
Sticky,176.6,176.9
was,176.9,177.16
still,177.16,177.38
nowhere,177.38,177.74
to,177.74,177.94
be,177.94,178.08
found.,178.08,178.44
Abby,179.4,179.72
was,179.72,179.9
a,179.9,180.04
bundle,180.04,180.34
of,180.34,180.54
nerves,180.54,181.0
as,181.0,181.34
she,181.34,181.48
descended,181.48,181.84
the,181.84,182.06
stairs.,182.06,182.44
In,183.7,183.9
the,183.9,184.06
"study,",184.06,184.38
surrounded,184.54,184.9
by,184.9,185.14
books,185.14,185.42
and,185.42,185.6
"papers,",185.6,186.0
her,186.38,186.58
mom,186.58,186.82
was,186.82,187.0
"working,",187.0,187.34
and,187.6,187.74
she,187.74,187.86
looked,187.86,188.02
impatient,188.02,188.46
when,188.46,188.66
she,188.66,188.78
saw,188.78,188.94
Abby,188.94,189.2
in,189.2,189.36
the,189.36,189.46
"doorway,",189.46,189.76
and,190.5,190.68
even,190.68,190.9
more,190.9,191.16
worried,191.16,191.58
when,191.58,192.0
she,192.0,192.14
heard,192.14,192.32
the,192.32,192.46
bad,192.46,192.7
news.,192.7,193.14
He'll,194.32,194.6
turn,194.6,194.82
"up,",194.82,195.02
Mom,195.12,195.32
"said,",195.32,195.66
and,196.06,196.36
that,196.36,196.5
was,196.5,196.66
that.,196.66,196.9
"Then,",198.14,198.44
to,198.5,198.62
add,198.62,198.78
fuel,198.78,199.18
to,199.18,199.38
the,199.38,199.5
"flame,",199.5,199.88
she,200.06,200.18
raised,200.18,200.5
her,200.5,200.66
tone,200.66,200.82
of,200.82,200.94
voice,200.94,201.18
and,201.18,201.38
said,201.38,201.56
"dismissively,",201.56,202.2
For,202.5,203.28
the,203.28,203.42
time,203.42,203.62
"being,",203.62,203.9
go,204.12,204.22
to,204.22,204.34
"bed,",204.34,204.48
Abby.,204.62,204.78
I've,205.28,205.68
got,205.68,205.84
masses,205.84,206.16
of,206.16,206.38
work,206.38,206.56
to,206.56,206.74
catch,206.74,206.94
up,206.94,207.12
on.,207.12,207.34
Abby,208.6,209.0
had,209.0,209.14
a,209.14,209.26
quick,209.26,209.42
"temper,",209.42,209.78
and,210.02,210.34
she,210.34,210.46
was,210.46,210.62
angry,210.62,211.0
as,211.0,211.24
hell.,211.24,211.42
You've,212.32,212.64
hoovered,212.64,213.02
him,213.02,213.12
"up,",213.12,213.32
haven't,213.38,213.66
you?,213.66,213.78
she,213.86,213.98
"said,",213.98,214.22
accusingly.,214.32,214.78
Abby's,215.64,216.02
mom,216.02,216.26
denied,216.26,216.58
Abby's,216.58,216.94
version,216.94,217.22
of,217.22,217.36
the,217.36,217.46
story,217.46,217.72
was,217.72,217.94
"true,",217.94,218.32
and,218.66,218.82
said,218.82,218.98
that,218.98,219.12
she,219.12,219.24
was,219.24,219.42
"careful,",219.42,219.82
but,220.34,220.56
because,220.56,220.8
Mr.,220.8,221.04
Sticky,221.16,221.4
was,221.4,221.6
so,221.6,221.78
"small,",221.78,222.14
he,222.26,222.32
was,222.32,222.46
hard,222.46,222.64
to,222.64,222.8
see.,222.8,223.04
What's,223.9,224.2
wrong,224.2,224.36
with,224.36,224.52
