text,start,end
The,0.0,0.42
Roswell,0.42,1.02
UFO,1.02,1.62
incident,1.62,2.04
was,2.04,2.34
the,2.34,2.52
alleged,2.52,2.86
recovery,2.86,3.4
of,3.4,3.72
extraterrestrial,3.72,4.64
"debris,",4.64,5.08
including,5.28,5.68
alien,5.68,6.1
"corpses,",6.16,6.62
from,7.26,7.48
an,7.48,7.64
object,7.64,7.92
that,7.92,8.12
crashed,8.12,8.5
near,8.5,8.7
"Roswell,",8.7,9.18
New,9.28,9.36
Mexico,9.36,9.82
on,9.82,10.4
or,10.4,10.54
about,10.54,10.76
July,10.76,11.1
"8,",11.1,11.6
1947.,11.82,12.68
Since,13.38,13.7
the,13.7,13.84
late,13.84,14.02
"1970s,",14.02,15.0
the,15.1,15.18
incident,15.18,15.44
has,15.44,15.64
been,15.64,15.8
the,15.8,15.98
subject,15.98,16.24
of,16.24,16.44
intense,16.44,16.8
controversy,16.8,17.5
and,17.5,18.04
the,18.04,18.1
subject,18.1,18.46
of,18.46,18.68
conspiracy,18.68,19.26
theories,19.26,19.72
as,19.72,19.98
to,19.98,20.1
the,20.1,20.24
true,20.24,20.44
nature,20.44,20.8
of,20.8,21.0
the,21.0,21.16
object,21.16,21.5
that,21.5,21.7
crashed.,21.7,22.22
The,22.92,23.1
United,23.1,23.36
States,23.36,23.68
military,23.68,24.24
maintains,24.24,24.82
the,24.82,25.04
debris,25.04,25.34
recovered,25.34,25.92
was,25.92,26.48
from,26.48,26.74
an,26.74,26.9
experimental,26.9,27.46
high-altitude,27.46,28.26
surveillance,28.26,28.86
balloon,28.86,29.34
that,29.34,29.68
belonged,29.68,29.96
to,29.96,30.18
a,30.18,30.28
classified,30.28,30.74
program,30.74,31.28
named,31.28,31.6
MOGL.,31.6,32.02
"However,",32.7,33.02
many,33.28,33.44
UFO,33.44,33.86
proponents,33.86,34.54
maintain,34.54,35.1
"that,",35.1,35.36
in,35.46,35.56
"fact,",35.56,35.88
a,36.0,36.12
crashed,36.12,36.44
alien,36.44,36.82
craft,36.82,37.24
and,37.24,37.42
bodies,37.42,37.72
were,37.72,37.94
recovered,37.94,38.42
and,38.42,39.0
