text,start,end
The,0.0,0.78
text,0.78,1.06
message,1.06,1.5
said,1.5,1.76
that,1.76,1.92
Lucy,1.92,2.16
Joseph's,2.16,2.82
was,2.82,3.16
a,3.16,3.28
failure.,3.28,3.6
It,4.46,4.6
said,4.6,4.74
she,4.74,4.88
was,4.88,5.06
"ugly,",5.06,5.4
had,5.72,6.28
no,6.28,6.48
"style,",6.48,6.92
and,7.18,7.34
the,7.34,7.44
world,7.44,7.66
hated,7.66,7.96
her.,7.96,8.22
At,8.96,9.18
least,9.18,9.46
that,9.46,9.92
was,9.92,10.1
what,10.1,10.26
it,10.26,10.4
said,10.4,10.66
to,10.84,11.0
Lucy.,11.0,11.3
It,11.98,12.44
said,12.44,12.62
that,12.62,12.88
and,12.88,13.04
a,13.04,13.14
whole,13.14,13.3
lot,13.3,13.5
more,13.5,13.82
that,14.12,14.28
she,14.28,14.4
was,14.4,14.56
struggling,14.56,14.9
to,14.9,15.12
understand.,15.12,15.62
The,16.44,16.98
actual,16.98,17.32
text,17.32,17.68
of,17.68,17.82
the,17.82,17.94
note,17.94,18.14
said,18.28,18.48
that,18.48,18.62
Lucy,18.62,18.96
better,18.96,19.78
not,19.78,20.02
show,20.02,20.32
up,20.32,20.54
at,20.54,20.7
the,20.7,20.8
party,20.8,21.06
tonight,21.06,21.4
because,21.66,21.88
it,21.88,22.0
was,22.0,22.12
going,22.12,22.28
to,22.28,22.4
be,22.4,22.56
bad,22.56,22.84
enough,22.84,23.18
already.,23.18,23.64
"Lucy,",24.38,24.88
who,25.02,25.1
had,25.1,25.22
started,25.22,25.5
receiving,25.5,25.94
these,26.0,26.18
messages,26.18,26.54
a,26.88,27.04
few,27.04,27.16
weeks,27.16,27.4
"ago,",27.4,27.72
tapped,28.2,28.52
the,28.52,28.68
mobile,28.68,28.98
screen,28.98,29.48
to,29.48,29.78
make,29.78,29.94
the,29.94,30.06
message,30.06,30.36
disappear,30.36,30.82
from,30.82,31.1
view.,31.1,31.36
She,32.04,32.22
only,32.22,32.46
wished,32.46,32.8
it,32.8,33.0
was,33.0,33.12
as,33.12,33.3
easy,33.3,33.6
to,33.6,33.82
tap,33.82,34.08
her,34.08,34.26
heart,34.26,34.64
and,34.72,34.92
erase,34.92,35.24
the,35.24,35.46
trace,35.46,35.84
the,35.84,36.06
message,36.06,36.36
had,36.36,36.58
left,36.58,36.88
there.,36.88,37.18
Was,37.86,38.06
that,38.06,38.22
another,38.22,38.44
one,38.44,38.62
of,38.62,38.72
those,38.72,38.86
"messages,",38.86,39.3
her,39.48,39.52
mom,39.52,39.74
"asked,",39.74,40.1
who,40.26,40.4
was,40.4,40.5
driving,40.5,40.76
the,40.76,40.92
car?,40.92,41.16
Lucy,41.94,42.36
confirmed,42.36,42.86
her,42.86,43.08
mother's,43.08,43.44
suspicion,43.44,43.88
was,43.88,44.18
founded,44.18,44.6
as,45.12,45.26
she,45.26,45.4
answered,45.4,45.72
"dejectedly,",45.72,46.4
I'm,46.64,46.98
sorry,46.98,47.24
to,47.24,47.42
say,47.42,47.58
it,47.58,47.72
was.,47.72,48.04
Haven't,48.7,49.06
you,49.06,49.14
reported,49.14,49.58
it,49.58,49.8
yet?,49.8,50.06
asked,50.2,50.52
"Jill,",50.52,50.8
Lucy's,51.06,51.4
older,51.4,51.6
"sister,",51.6,51.94
who,52.36,52.52
was,52.52,52.66
sitting,52.66,52.88
in,52.88,53.04
the,53.04,53.14
passenger,53.14,53.48
seat.,53.48,53.84
"Yes,",54.44,54.78
Lucy,54.92,55.14
"replied,",55.14,55.56
lying,56.12,56.46
through,56.46,56.74
her,56.74,56.92
"teeth,",56.92,57.3
that,57.9,58.62
Lucy,58.62,58.92
should,58.92,59.14
not,59.14,59.32
let,59.32,59.48
the,59.48,59.6
messages,59.6,59.96
get,59.96,60.3
to,60.3,60.46
her,60.46,60.66
and,61.08,61.22
that,61.22,61.34
the,61.34,61.48
sender,61.48,61.76
was,61.76,61.88
only,61.88,62.08
jealous,62.08,62.58
were,62.58,62.94
Lucy's,62.94,63.46
mom's,63.46,63.94
arguments,63.94,64.36
in,64.7,64.88
an,64.88,65.0
effort,65.0,65.18
to,65.18,65.38
comfort,65.38,65.62
her,65.62,65.8
daughter.,65.8,66.08
Lucy's,67.04,67.58
mom,67.58,67.82
suddenly,67.82,68.14
felt,68.14,68.4
